paper_a_id,method,research_type,paper_b_id,paper_b_text,paper_c_id,paper_c_text,y_true,y_pred,reason,paperA
neg-1s-46,1,,2001.05095v2,"Production externalities and dispersion process in a multi-region
  economy; We consider an economic geography model with two inter-regional proximity
structures: one governing goods trade and the other governing production
externalities across regions. We investigate how the introduction of the latter
affects the timing of endogenous agglomeration and the spatial distribution of
workers across regions. As transportation costs decline, the economy undergoes
a progressive dispersion process. Mono-centric agglomeration emerges when
inter-regional trade and/or production externalities incur high transportation
costs, while uniform dispersion occurs when these costs become negligibly small
(i.e., when distance dies). In multi-regional geography, the network structure
of production externalities can determine the geographical distribution of
workers as economic integration increases. If production externalities are
governed solely by geographical distance, a mono-centric spatial distribution
emerges in the form of suburbanization. However, if geographically distant
pairs of regions are connected through tight production linkages, multi-centric
spatial distribution can be sustainable.",2001.06052v1,"Recovering Network Structure from Aggregated Relational Data using
  Penalized Regression; Social network data can be expensive to collect. Breza et al. (2017) propose
aggregated relational data (ARD) as a low-cost substitute that can be used to
recover the structure of a latent social network when it is generated by a
specific parametric random effects model. Our main observation is that many
economic network formation models produce networks that are effectively
low-rank. As a consequence, network recovery from ARD is generally possible
without parametric assumptions using a nuclear-norm penalized regression. We
demonstrate how to implement this method and provide finite-sample bounds on
the mean squared error of the resulting estimator for the distribution of
network links. Computation takes seconds for samples with hundreds of
observations. Easy-to-use code in R and Python can be found at
https://github.com/mpleung/ARD.",False,True,"Combining economic geography with advanced network recovery techniques offers a novel, feasible approach to spatial economic models, enabling empirical validation through experiments. This multidisciplinary idea is imaginative and can effectively address the distribution of workers and regional agglomeration.",
neg-1s-47,1,,0907.4680v1,"Network motifs come in sets: correlations in the randomization process; The identification of motifs--subgraphs that appear significantly more often
in a particular network than in an ensemble of randomized networks--has become
a ubiquitous method for uncovering potentially important subunits within
networks drawn from a wide variety of fields. We find that the most common
algorithms used to generate the ensemble from the real network change subgraph
counts in a highly correlated manner, so that one subgraph's status as a motif
may not be independent from the statuses of the other subgraphs. We demonstrate
this effect for the problem of 3- and 4-node motif identification in the
transcriptional regulatory networks of E. coli and S. cerevisiae in which
randomized networks are generated via an edge-swapping algorithm (Milo et al.,
Science 298:824, 2002). We show that correlations among 3-node subgraphs are
easily interpreted, and we present an information-theoretic tool that may be
used to identify correlations among subgraphs of any size.",0908.0146v1,"Inferring genetic networks: An information theoretic approach; In the postgenome era many efforts have been dedicated to systematically
elucidate the complex web of interacting genes and proteins. These efforts
include experimental and computational methods. Microarray technology offers an
opportunity for monitoring gene expression level at the genome scale. By
recourse to information theory, this study proposes a mathematical approach to
reconstruct gene regulatory networks at coarse-grain level from high throughput
gene expression data. The method provides the {\it a posteriori} probability
that a given gene regulates positively, negatively or does not regulate each
one of the network genes. This approach also allows the introduction of prior
knowledge and the quantification of the information gain from experimental data
used in the inference procedure. This information gain can be used to chose
genes to be perturbed in subsequent experiments in order to refine the
knowledge about the architecture of an underlying gene regulatory network. The
performance of the proposed approach has been studied by {\it in numero}
experiments. Our results suggest that the approach is suitable for focusing on
size-limited problems, such as, recovering a small subnetwork of interest by
performing perturbation over selected genes.",False,True,"Combining motif correlation analysis from Paper 1 with information-theoretic genetic network inference from Paper 2 can create a novel, feasible, and useful research approach to enhance gene regulatory network reconstruction, meeting all multidisciplinary standards.",
neg-1s-48,1,,2210.07129v1,"Economic incentives for capacity reductions on interconnectors in the
  day-ahead market; We consider a zonal international power market and investigate potential
economic incentives for short-term reductions of transmission capacities on
existing interconnectors by the responsible transmission system operators
(TSOs). We show that if a TSO aims to maximize domestic total welfare, it often
has an incentive to reduce the capacity on the interconnectors to neighboring
countries.
  In contrast with the (limited) literature on this subject, which focuses on
incentives through the avoidance of future balancing costs, we show that
incentives can exist even if one ignores balancing and focuses solely on
welfare gains in the day-ahead market itself. Our analysis consists of two
parts. In the first part, we develop an analytical framework that explains why
these incentives exist. In particular, we distinguish two mechanisms: one based
on price differences with neighboring countries and one based on the domestic
electricity price. In the second part, we perform numerical experiments using a
model of the Northern-European power system, focusing on the Danish TSO. In 97%
of the historical hours tested, we indeed observe economic incentives for
capacity reductions, leading to significant welfare gains for Denmark and
welfare losses for the system as a whole. We show that the potential for
welfare gains greatly depends on the ability of the TSO to adapt interconnector
capacities to short-term market conditions. Finally, we explore the extent to
which the recently introduced European ""70%-rule"" can mitigate the incentives
for capacity reductions and their welfare effects.",2210.08785v1,"Welfare estimations from imagery. A test of domain experts ability to
  rate poverty from visual inspection of satellite imagery; The present study uses domain experts to estimate welfare levels and
indicators from high-resolution satellite imagery. We use the wealth quintiles
from the 2015 Tanzania DHS dataset as ground truth data. We analyse the
performance of the visual estimation of relative wealth at the cluster level
and compare these with wealth rankings from the DHS survey of 2015 for that
country using correlations, ordinal regressions and multinomial logistic
regressions. Of the 608 clusters, 115 received the same ratings from human
experts and the independent DHS rankings. For 59 percent of the clusters,
experts ratings were slightly lower. On the one hand, significant positive
predictors of wealth are the presence of modern roofs and wider roads. For
instance, the log odds of receiving a rating in a higher quintile on the wealth
rankings is 0.917 points higher on average for clusters with buildings with
slate or tile roofing compared to those without. On the other hand, significant
negative predictors included poor road coverage, low to medium greenery
coverage, and low to medium building density. Other key predictors from the
multinomial regression model include settlement structure and farm sizes. These
findings are significant to the extent that these correlates of wealth and
poverty are visually readable from satellite imagery and can be used to train
machine learning models in poverty predictions. Using these features for
training will contribute to more transparent ML models and, consequently,
explainable AI.",False,True,"Combining economic incentives for power interconnector capacity reductions with satellite-derived welfare indicators could create a novel approach to assess and optimize TSO decisions based on localized welfare impacts. This multidisciplinary idea is feasible, innovative, and offers practical benefits for power market strategies.",
neg-1s-49,1,,2103.13039v1,"Note on the offspring distribution for group testing in the linear
  regime; The group testing problem is concerned with identifying a small set of $k$
infected individuals in a large population of $n$ people. At our disposal is a
testing scheme that can test groups of individuals. A test comes back positive
if and only if at least one individual is infected. In this note, we lay
groundwork for analysing belief propagation for group testing when $k$ scales
linearly in $n$. To this end, we derive the offspring distribution for
different types of individuals. With these distributions at hand, one can
employ the population dynamics algorithm to simulate the posterior marginal
distribution resulting from belief propagation.",2103.14599v1,"Minimum Scan Cover and Variants -- Theory and Experiments; We consider a spectrum of geometric optimization problems motivated by
contexts such as satellite communication and astrophysics. In the problem
Minimum Scan Cover with Angular Costs, we are given a graph $G$ that is
embedded in Euclidean space. The edges of $G$ need to be scanned, i.e., probed
from both of their vertices. In order to scan their edge, two vertices need to
face each other; changing the heading of a vertex incurs some cost in terms of
energy or rotation time that is proportional to the corresponding rotation
angle. Our goal is to compute schedules that minimize the following objective
functions: (i) in Minimum Makespan Scan Cover (MSC-MS), this is the time until
all edges are scanned; (ii) in Minimum Total Energy Scan Cover (MSC-TE), the
sum of all rotation angles; (iii) in Minimum Bottleneck Energy Scan Cover
(MSC-BE), the maximum total rotation angle at one vertex.
  Previous theoretical work on MSC-MS revealed a close connection to graph
coloring and the cut cover problem, leading to hardness and approximability
results. In this paper, we present polynomial-time algorithms for 1D instances
of MSC-TE and MSC-BE, but NP-hardness proofs for bipartite 2D instances. For
bipartite graphs in 2D, we also give 2-approximation algorithms for both MSC-TE
and MSC-BE. Most importantly, we provide a comprehensive study of practical
methods for all three problems. We compare three different mixed-integer
programming and two constraint programming approaches, and show how to compute
provably optimal solutions for geometric instances with up to 300 edges.
Additionally, we compare the performance of different meta-heuristics for even
larger instances.",False,True,"Combining belief propagation in group testing with geometric scan optimization can create a novel, feasible, and useful approach for efficiently identifying targets in spatially distributed systems, meeting all multidisciplinary research standards.",
neg-1s-50,1,,1103.5716v1,"Star-covering properties: generalized $Ψ$-spaces, countability
  conditions, reflection; We investigate star-covering properties of $\Psi$-like spaces. We show
star-Lindel\""ofness is reflected by open perfect mappings. In addition, we
offer a new equivalence of CH.",1104.2793v1,"Lindelof spaces which are indestructible, productive, or D; We discuss relationships in Lindelof spaces among the properties
""indestructible"", ""productive"", ""D"", and related properties.",False,False,"Both papers focus on similar areas within topology, lacking the combination of distinct disciplines required for a multidisciplinary research idea.",
neg-1s-51,1,,2002.09926v1,"CATCH: Characterizing and Tracking Colloids Holographically using deep
  neural networks; In-line holographic microscopy provides an unparalleled wealth of information
about the properties of colloidal dispersions. Analyzing one colloidal
particle's hologram with the Lorenz-Mie theory of light scattering yields the
particle's three-dimensional position with nanometer precision while
simultaneously reporting its size and refractive index with part-per-thousand
resolution. Analyzing a few thousand holograms in this way provides a
comprehensive picture of the particles that make up a dispersion, even for
complex multicomponent systems. All of this valuable information comes at the
cost of three computationally expensive steps: (1) identifying and localizing
features of interest within recorded holograms, (2) estimating each particle's
properties based on characteristics of the associated features, and finally (3)
optimizing those estimates through pixel-by-pixel fits to a generative model.
Here, we demonstrate an end-to-end implementation that is based entirely on
machine-learning techniques. Characterizing and Tracking Colloids
Holographically (CATCH) with deep convolutional neural networks is fast enough
for real-time applications and otherwise outperforms conventional analytical
algorithms, particularly for heterogeneous and crowded samples. We demonstrate
this system's capabilities with experiments on free-flowing and holographically
trapped colloidal spheres.",2002.10032v3,"Generalized Octave Convolutions for Learned Multi-Frequency Image
  Compression; Learned image compression has recently shown the potential to outperform the
standard codecs. State-of-the-art rate-distortion (R-D) performance has been
achieved by context-adaptive entropy coding approaches in which hyperprior and
autoregressive models are jointly utilized to effectively capture the spatial
dependencies in the latent representations. However, the latents are feature
maps of the same spatial resolution in previous works, which contain some
redundancies that affect the R-D performance. In this paper, we propose the
first learned multi-frequency image compression and entropy coding approach
that is based on the recently developed octave convolutions to factorize the
latents into high and low frequency (resolution) components, where the low
frequency is represented by a lower resolution. Therefore, its spatial
redundancy is reduced, which improves the R-D performance. Novel generalized
octave convolution and octave transposed-convolution architectures with
internal activation layers are also proposed to preserve more spatial structure
of the information. Experimental results show that the proposed scheme not only
outperforms all existing learned methods as well as standard codecs such as the
next-generation video coding standard VVC (4:2:0) on the Kodak dataset in both
PSNR and MS-SSIM. We also show that the proposed generalized octave convolution
can improve the performance of other auto-encoder-based computer vision tasks
such as semantic segmentation and image denoising.",False,True,"Combining deep neural network-based colloid tracking with multi-frequency image compression could enable real-time, efficient analysis of complex holographic microscopy data, is experimentally feasible, offers a novel integration of techniques, and enhances processing performance for practical applications.",
neg-1s-52,1,,2104.01127v1,"Perpetual callable American volatility options in a mean-reverting
  volatility model; This paper investigates problems associated with the valuation of callable
American volatility put options. Our approach involves modeling volatility
dynamics as a mean-reverting 3/2 volatility process. We first propose a pricing
formula for the perpetual American knock-out put. Under the given conditions,
the value of perpetual callable American volatility put options is discussed.",2108.05747v1,"Comment on ""An appropriate approach to pricing european-style options
  with the Adomian decomposition method""; We show that the Adomian decomposition method proposed by Ke et al [ANZIAM J.
\textbf{59} (2018) 349] is just the Taylor series approach in disguise. The
latter approach is simpler, more straightforward and yields a recurrence
relation free from integrals.",False,False,"Both papers focus on option pricing within financial mathematics, lacking integration from distinct disciplines to form a truly multidisciplinary and novel research idea.",
neg-1s-53,1,,2410.20597v1,"Extracting Alpha from Financial Analyst Networks; We investigate the effectiveness of a momentum trading signal based on the
coverage network of financial analysts. This signal builds on the key
information-brokerage role financial sell-side analysts play in modern stock
markets. The baskets of stocks covered by each analyst can be used to construct
a network between firms whose edge weights represent the number of analysts
jointly covering both firms. Although the link between financial analysts
coverage and co-movement of firms' stock prices has been investigated in the
literature, little effort has been made to systematically learn the most
effective combination of signals from firms covered jointly by analysts in
order to benefit from any spillover effect. To fill this gap, we build a
trading strategy which leverages the analyst coverage network using a graph
attention network. More specifically, our model learns to aggregate information
from individual firm features and signals from neighbouring firms in a
node-level forecasting task. We develop a portfolio based on those predictions
which we demonstrate to exhibit an annualized returns of 29.44% and a Sharpe
ratio of 4.06 substantially outperforming market baselines and existing graph
machine learning based frameworks. We further investigate the performance and
robustness of this strategy through extensive empirical analysis. Our paper
represents one of the first attempts in using graph machine learning to extract
actionable knowledge from the analyst coverage network for practical financial
applications.",2410.22519v1,"Evaluating utility in synthetic banking microdata applications; Financial regulators such as central banks collect vast amounts of data, but
access to the resulting fine-grained banking microdata is severely restricted
by banking secrecy laws. Recent developments have resulted in mechanisms that
generate faithful synthetic data, but current evaluation frameworks lack a
focus on the specific challenges of banking institutions and microdata. We
develop a framework that considers the utility and privacy requirements of
regulators, and apply this to financial usage indices, term deposit yield
curves, and credit card transition matrices. Using the Central Bank of
Paraguay's data, we provide the first implementation of synthetic banking
microdata using a central bank's collected information, with the resulting
synthetic datasets for all three domain applications being publicly available
and featuring information not yet released in statistical disclosure. We find
that applications less susceptible to post-processing information loss, which
are based on frequency tables, are particularly suited for this approach, and
that marginal-based inference mechanisms to outperform generative adversarial
network models for these applications. Our results demonstrate that synthetic
data generation is a promising privacy-enhancing technology for financial
regulators seeking to complement their statistical disclosure, while
highlighting the crucial role of evaluating such endeavors in terms of utility
and privacy requirements.",False,True,"Combining graph machine learning from analyst networks with synthetic banking microdata can create innovative financial prediction models that preserve privacy. This multidisciplinary approach is feasible through experimental validation, offers novel integration of data privacy with advanced analytics, and addresses practical needs in financial regulation and market forecasting.",
neg-1s-54,1,,1909.09641v3,"Productivity propagation with networks transformation; We model sectoral production by cascading binary compounding processes. The
sequence of processes is discovered in a self-similar hierarchical structure
stylized in the economy-wide networks of production. Nested substitution
elasticities and Hicks-neutral productivity growth are measured such that the
general equilibrium feedbacks between all sectoral unit cost functions
replicate the transformation of networks observed as a set of two temporally
distant input-output coefficient matrices. We examine this system of unit cost
functions to determine how idiosyncratic sectoral productivity shocks propagate
into aggregate macroeconomic fluctuations in light of potential network
transformation. Additionally, we study how sectoral productivity increments
propagate into the dynamic general equilibrium, thereby allowing network
transformation and ultimately producing social benefits.",1909.09824v3,"Desperate times call for desperate measures: government spending
  multipliers in hard times; We investigate state-dependent effects of fiscal multipliers and allow for
endogenous sample splitting to determine whether the US economy is in a slack
state. When the endogenized slack state is estimated as the period of the
unemployment rate higher than about 12 percent, the estimated cumulative
multipliers are significantly larger during slack periods than non-slack
periods and are above unity. We also examine the possibility of time-varying
regimes of slackness and find that our empirical results are robust under a
more flexible framework. Our estimation results point out the importance of the
heterogenous effects of fiscal policy and shed light on the prospect of fiscal
policy in response to economic shocks from the current COVID-19 pandemic.",False,True,"Combining network-based productivity propagation with state-dependent fiscal multipliers offers a novel approach to understanding how fiscal policy can influence sectoral shocks within production networks during economic slacks. This multidisciplinary idea is feasible, innovative, and addresses relevant economic challenges effectively.",
neg-1s-55,1,,2312.05189v1,"Distributed Autonomous Organizations as Public Services Supplying
  Platform; Servizi Elaborazioni Dati SpA is a public company owned by Municipality of L
Aquila, it supplies the institution with network services and software
applications for distributing services to citizens. The future policy of the
company is to enlarge the offer of its services to nearby communities that are
unable to set up and maintain their own network and software structures. This
paper presents thus a possible architecture model to support small
municipalities in supplying public services to citizens, with the aid of SED
Spa. Through second level platforms based on Blockchain networks and
Multi-agents Systems running on smart contracts, the system will focus on Waste
Tax (Ta.Ri) management system in the Fascicolo del Cittadino environment.",2312.07001v1,"Stein Coverage: a Variational Inference Approach to
  Distribution-matching Multisensor Deployment; This paper examines the spatial coverage optimization problem for multiple
sensors in a known convex environment, where the coverage service of each
sensor is heterogeneous and anisotropic. We introduce the Stein Coverage
algorithm, a distribution-matching coverage approach that aims to place sensors
at positions and orientations such that their collective coverage distribution
is as close as possible to the event distribution. To select the most important
representative points from the coverage event distribution, Stein Coverage
utilizes the Stein Variational Gradient Descent (SVGD), a deterministic
sampling method from the variational inference literature. An innovation in our
work is the introduction of a repulsive force between the samples in the SVGD
algorithm to spread the samples and avoid footprint overlap for the deployed
sensors. After pinpointing the points of interest for deployment, Stein
Coverage solves the multisensor assignment problem using a bipartite optimal
matching process. Simulations demonstrate the advantages of the Stein Coverage
method compared to conventional Voronoi partitioning multisensor deployment
methods.",False,True,"Combining blockchain-based public service platforms with advanced sensor deployment algorithms can create a novel system for optimizing public resource management. This multidisciplinary approach is feasible, innovative, and offers practical solutions for efficient service delivery in municipalities.",
neg-1s-56,1,,2203.13820v3,"Rough volatility: fact or artefact?; We investigate the statistical evidence for the use of `rough' fractional
processes with Hurst exponent $H< 0.5$ for the modeling of volatility of
financial assets, using a model-free approach. We introduce a non-parametric
method for estimating the roughness of a function based on discrete sample,
using the concept of normalized $p$-th variation along a sequence of
partitions. We investigate the finite sample performance of our estimator for
measuring the roughness of sample paths of stochastic processes using detailed
numerical experiments based on sample paths of fractional Brownian motion and
other fractional processes. We then apply this method to estimate the roughness
of realized volatility signals based on high-frequency observations. Detailed
numerical experiments based on stochastic volatility models show that, even
when the instantaneous volatility has diffusive dynamics with the same
roughness as Brownian motion, the realized volatility exhibits rough behaviour
corresponding to a Hurst exponent significantly smaller than $0.5$. Comparison
of roughness estimates for realized and instantaneous volatility in fractional
volatility models with different values of Hurst exponent shows that,
irrespective of the roughness of the spot volatility process, realized
volatility always exhibits `rough' behaviour with an apparent Hurst index
$\hat{H}<0.5$. These results suggest that the origin of the roughness observed
in realized volatility time-series lies in the microstructure noise rather than
the volatility process itself.",2204.00872v1,"Calibration window selection based on change-point detection for
  forecasting electricity prices; We employ a recently proposed change-point detection algorithm, the
Narrowest-Over-Threshold (NOT) method, to select subperiods of past
observations that are similar to the currently recorded values. Then,
contrarily to the traditional time series approach in which the most recent
$\tau$ observations are taken as the calibration sample, we estimate
autoregressive models only for data in these subperiods. We illustrate our
approach using a challenging dataset - day-ahead electricity prices in the
German EPEX SPOT market - and observe a significant improvement in forecasting
accuracy compared to commonly used approaches, including the Autoregressive
Hybrid Nearest Neighbors (ARHNN) method.",False,True,"Combining rough volatility measures with change-point detection for selecting calibration windows in forecasting could create a novel, feasible, and useful multidisciplinary approach, leveraging concepts from financial volatility modeling and time series forecasting methods.",
neg-1s-57,1,,2112.10986v1,"Shared Frailty Models Based on Cancer Data; Traditional survival analysis techniques focus on the occurrence of failures
over the time. During analysis of such events, ignoring the related unobserved
covariates or heterogeneity involved in data sample may leads us to adverse
consequences. In this context, frailty models are the viable choice to
investigate the effect of the unobserved covariates. In this article, we assume
that frailty acts multiplicatively to hazard rate. We propose inverse Gaussian
(IG) and generalized Lindley (GL) shared frailty models with generalized
Weibull (GW) as baseline distribution in order to analyze the unobserved
heterogeneity. To estimate the parameters in models, Bayesian paradigm of
Markov Chain Monte Carlo technique has been proposed. Model selection criteria
have been used for the comparison of models. Three different cancer data sets
have been analyzed using the shared frailty models. Better models have been
suggested for the data sets.",2112.11338v3,"Role of Variable Renewable Energy Penetration on Electricity Price and
  its Volatility Across Independent System Operators in the United States; The U.S. electrical grid has undergone substantial transformation with
increased penetration of wind and solar -- forms of variable renewable energy
(VRE). Despite the benefits of VRE for decarbonization, it has garnered some
controversy for inducing unwanted effects in regional electricity markets. In
this study, the role of VRE penetration is examined on the system electricity
price and price volatility based on hourly, real-time, historical data from six
Independent System Operators (ISOs) in the U.S. using quantile and skew
t-distribution regressions. After correcting for temporal effects, we found an
increase in VRE penetration is associated with decrease in system electricity
price in all ISOs studied. The increase in VRE penetration is associated with
decrease in temporal price volatility in five out of six ISOs studied. The
relationships are non-linear. These results are consistent with the modern
portfolio theory where diverse volatile assets may lead to more stable and less
risky portfolios.",False,False,"Combining survival frailty models with renewable energy price analysis doesn't clearly meet all standards. The multidisciplinary link is weak, making it challenging to ensure feasibility, novelty, and practical utility based on the provided abstracts.",
neg-1s-58,1,,2409.09314v1,"The Future of Decoding Non-Standard Nucleotides: Leveraging Nanopore
  Sequencing for Expanded Genetic Codes; Expanding genetic codes from natural standard nucleotides to artificial
non-standard nucleotides marks a significant advancement in synthetic biology,
with profound implications for biotechnology and medicine. Decoding the
biological information encoded in these non-standard nucleotides presents new
challenges, as traditional sequencing technologies are unable to recognize or
interpret novel base pairings. In this perspective, we explore the potential of
nanopore sequencing, which is uniquely suited to decipher both standard and
non-standard nucleotides by directly measuring the biophysical properties of
nucleic acids. Nanopore technology offers real-time, long-read sequencing
without the need for amplification or synthesis, making it particularly
advantageous for expanded genetic systems like Artificially Expanded Genetic
Information Systems (AEGIS). We discuss how the adaptability of nanopore
sequencing and advancements in data processing can unlock the potential of
these synthetic genomes and open new frontiers in understanding and utilizing
expanded genetic codes.",2409.11683v1,"k-mer-based approaches to bridging pangenomics and population genetics; Many commonly studied species now have more than one chromosome-scale genome
assembly, revealing a large amount of genetic diversity previously missed by
approaches that map short reads to a single reference. However, many species
still lack multiple reference genomes and correctly aligning references to
build pangenomes is challenging, limiting our ability to study this missing
genomic variation in population genetics. Here, we argue that $k$-mers are a
crucial stepping stone to bridging the reference-focused paradigms of
population genetics with the reference-free paradigms of pangenomics. We review
current literature on the uses of $k$-mers for performing three core components
of most population genetics analyses: identifying, measuring, and explaining
patterns of genetic variation. We also demonstrate how different $k$-mer-based
measures of genetic variation behave in population genetic simulations
according to the choice of $k$, depth of sequencing coverage, and degree of
data compression. Overall, we find that $k$-mer-based measures of genetic
diversity scale consistently with pairwise nucleotide diversity ($\pi$) up to
values of about $\pi = 0.025$ ($R^2 = 0.97$) for neutrally evolving
populations. For populations with even more variation, using shorter $k$-mers
will maintain the scalability up to at least $\pi = 0.1$. Furthermore, in our
simulated populations, $k$-mer dissimilarity values can be reliably
approximated from counting bloom filters, highlighting a potential avenue to
decreasing the memory burden of $k$-mer based genomic dissimilarity analyses.
For future studies, there is a great opportunity to further develop methods to
identifying selected loci using $k$-mers.",False,True,"Combining nanopore sequencing's ability to decode non-standard nucleotides with k-mer-based population genetics can lead to innovative methods for analyzing expanded genetic codes in diverse populations. This multidisciplinary approach is feasible, novel, and offers useful applications in synthetic biology and genomics.",
neg-1s-59,1,,2110.11623v3,"Dg Loday-Pirashvili modules over Lie algebras; A Loday-Pirashvili module over a Lie algebra $\mathfrak{g}$ is a Lie algebra
object $\bigl(G\xrightarrow{X} \mathfrak{g} \bigr)$ in the category of linear
maps, or equivalently, a $\mathfrak{g}$-module $G$ which admits a
$\mathfrak{g}$-equivariant linear map $X:G\to \mathfrak{g}$. We study dg
Loday-Pirashvili modules over Lie algebras, which is a generalization of
Loday-Pirashvili modules in a natural way, and establish several equivalent
characterizations of dg Loday-Pirashvili modules. To provide a concise
characterization, a dg Loday-Pirashvili module is a non-negative and bounded dg
$\mathfrak{g}$-module $V$ paired with a weak morphism of dg
$\mathfrak{g}$-modules $\alpha\colon V\rightsquigarrow \mathfrak{g}$. Such a dg
Loday-Pirashvili module resolves an arbitrarily specified classical
Loday-Pirashvili module in the sense that it exists and is unique (up to
homotopy). Dg Loday-Pirashvili modules can be characterized through dg
derivations. This perspective allows the calculation of the corresponding
twisted Atiyah classes. By leveraging the Kapranov functor on the dg derivation
arising from a dg Loday-Pirashvili module $(V,\alpha)$, a Leibniz$_\infty[1]$
algebra structure can be derived on $\wedge^\bullet \mathfrak{g}^\vee\otimes
V[1]$. The binary bracket of this structure corresponds to the twisted Atiyah
cocycle. To exemplify these intricate algebraic structures through specific
cases, we utilize this machinery to a particular type of dg Loday-Pirashvili
modules stemming from Lie algebra pairs.",2110.12784v2,"Representations of the super Yangians of types $A$ and $C$; We classify the finite-dimensional irreducible representations of the super
Yangian associated with the orthosymplectic Lie superalgebra ${\frak
osp}_{2|2n}$. The classification is given in terms of the highest weights and
Drinfeld polynomials. We also include an $R$-matrix construction of the
polynomial evaluation modules over the Yangian associated with the Lie
superalgebra ${\frak gl}_{m|n}$, as an appendix. This is a super-version of the
well-known construction for the ${\frak gl}_n$ Yangian and it relies on the
Schur--Sergeev duality.",False,False,"The concepts from both papers are deeply rooted in advanced algebra and representation theory, lacking integration with distinct disciplines. Consequently, a multidisciplinary research idea combining them does not meet the required diversity across multiple fields.",
neg-1s-60,1,,1701.03709v1,"Power and Execution Time Measurement Methodology for SDF Applications on
  FPGA-based MPSoCs; Timing and power consumption play an important role in the design of embedded
systems. Furthermore, both properties are directly related to the safety
requirements of many embedded systems. With regard to availability
requirements, power considerations are of uttermost importance for battery
operated systems. Validation of timing and power requires observability of
these properties. In many cases this is difficult, because the observability is
either not possible or requires big extra effort in the system validation
process. In this paper, we present a measurement-based approach for the joint
timing and power analysis of Synchronous Dataflow (SDF) applications running on
a shared memory multiprocessor systems-on-chip (MPSoC) architecture. As a
proof-of-concept, we implement an MPSoC system with configurable power and
timing measurement interfaces inside a Field Programmable Gate Array (FPGA).
Our experiments demonstrate the viability of our approach being able of
accurately analyzing different mappings of image processing applications (Sobel
filter and JPEG encoder) on an FPGA-based MPSoC implementation.",1703.02925v1,"Assessing Code Authorship: The Case of the Linux Kernel; Code authorship is a key information in large-scale open source systems.
Among others, it allows maintainers to assess division of work and identify key
collaborators. Interestingly, open-source communities lack guidelines on how to
manage authorship. This could be mitigated by setting to build an empirical
body of knowledge on how authorship-related measures evolve in successful
open-source communities. Towards that direction, we perform a case study on the
Linux kernel. Our results show that: (a) only a small portion of developers (26
%) makes significant contributions to the code base; (b) the distribution of
the number of files per author is highly skewed --- a small group of top
authors (3 %) is responsible for hundreds of files, while most authors (75 %)
are responsible for at most 11 files; (c) most authors (62 %) have a specialist
profile; (d) authors with a high number of co-authorship connections tend to
collaborate with others with less connections.",False,False,"The abstracts from embedded system performance measurement and code authorship analysis don’t clearly combine to form a novel, feasible, and useful multidisciplinary research idea that meets all the specified standards.",
neg-1s-61,1,,1806.01645v1,"Several Conclusions on another site setting problem; Let $S = \{ {A_1},{A_2}, \cdots ,{A_n}\} $ be a finite point set in
m-dimensional Euclidean space ${E^m}$, and$\left\| {{A_i}{A_j}} \right\|$ be
the distance between $A_i$ and $A_j$. Define $\sigma (S) = \sum\limits_{1 \le i
< j \le n} {\left\| {{A_i}{A_j}} \right\|} $, $D(S) = \mathop {\max }\limits_{1
\le i < j \le n} \left\{ {\left\| {{A_i}{A_j}} \right\|} \right\}$, $\omega
(m,n) = \frac{{\sigma (S)}}{{D(S)}}$, $\sup \omega (m,n) = \max \left\{ {\left.
{\frac{{\sigma (S)}}{{D(S)}}} \right|S \subset {E^m},\left| S \right| = n}
\right\}$. This paper proves that, for any point P in an n-dimensional simplex
${A_1}{A_2} \cdots {A_{n + 1}}$ in Euclidean space, $\sum\limits_{i = 1}^{n +
1} {\left\| {P{A_i}} \right\|} $ <= $\mathop {\sup }\limits_{{i_t},{j_t} \in \{
1,2, \cdots ,n + 1\} } \left\{ {\sum\limits_{t = 1}^n {\left\|
{{A_{{i_t}}}{A_{{j_t}}}} \right\|} } \right\}$ By using this inequality and
several results in differential geometry this paper also proves that $\sup
\omega (2,4) = 4 + 2\sqrt {2 - \sqrt 3 } $, $\sup \omega (n,n + 2)$ >= $C_{n +
1}^2 + 1 + n\sqrt {2\left( {1 - \sqrt {{\textstyle{{n + 1} \over {2n}}}} }
\right)} $.",1806.02187v1,"Fuzzy $α$-cut and related structures; This paper deals with a new notion called fuzzy $\alpha$-cut and its
properties. A notion called localic frame is also introduced. Algebraic
structures arising out of the family of fuzzy $\alpha$-cuts have been
investigated. It will be seen that this family forms a localic frame. Some
significance and usefulness of fuzzy $\alpha$-cuts are discussed.",False,True,"Combining geometric distance metrics from Paper 1 with fuzzy α-cuts from Paper 2 could create a novel framework for handling uncertainty in spatial data, which is feasible to test experimentally and offers useful applications in fields like robotics or geographic information systems.",
