paper_a_id,method,research_type,paper_b_id,paper_b_text,paper_c_id,paper_c_text,y_true,y_pred,reason,paperA
neg-1s-54,1,,1305.0361v1,"Braess's Paradox in Epidemic Game: Better Condition Results in Less
  Payoff; Facing the threats of infectious diseases, we take various actions to protect
ourselves, but few studies considered an evolving system with competing
strategies. In view of that, we propose an evolutionary epidemic model coupled
with human behaviors, where individuals have three strategies: vaccination,
self-protection and laissez faire, and could adjust their strategies according
to their neighbors' strategies and payoffs at the beginning of each new season
of epidemic spreading. We found a counter-intuitive phenomenon analogous to the
well-known \emph{Braess's Paradox}, namely a better condition may lead to worse
performance. Specifically speaking, increasing the successful rate of
self-protection does not necessarily reduce the epidemic size or improve the
system payoff. This phenomenon is insensitive to the network topologies, and
can be well explained by a mean-field approximation. Our study demonstrates an
important fact that a better condition for individuals may yield a worse
outcome for the society.",1805.05259v1,"The strong Fatou property of risk measures; In this paper, we explore several Fatou-type properties of risk measures. The
paper continues to reveal that the strong Fatou property, which was introduced
in [17], seems to be most suitable to ensure nice dual representations of risk
measures. Our main result asserts that every quasiconvex law-invariant
functional on a rearrangement invariant space $\mathcal{X}$ with the strong
Fatou property is $\sigma(\mathcal{X},L^\infty)$ lower semicontinuous and that
the converse is true on a wide range of rearrangement invariant spaces. We also
study inf-convolutions of law-invariant or surplus-invariant risk measures that
preserve the (strong) Fatou property.",False,False,"The concepts from the two papers do not align sufficiently to create a novel multidisciplinary research idea. While Paper 1 focuses on epidemic modeling and human behavior, Paper 2 deals with risk measures in mathematical finance, lacking a clear intersection for practical application or experimental validation.",
neg-1s-55,1,,1911.10552v1,"High-Dimensional Forecasting in the Presence of Unit Roots and
  Cointegration; We investigate how the possible presence of unit roots and cointegration
affects forecasting with Big Data. As most macroeoconomic time series are very
persistent and may contain unit roots, a proper handling of unit roots and
cointegration is of paramount importance for macroeconomic forecasting. The
high-dimensional nature of Big Data complicates the analysis of unit roots and
cointegration in two ways. First, transformations to stationarity require
performing many unit root tests, increasing room for errors in the
classification. Second, modelling unit roots and cointegration directly is more
difficult, as standard high-dimensional techniques such as factor models and
penalized regression are not directly applicable to (co)integrated data and
need to be adapted. We provide an overview of both issues and review methods
proposed to address these issues. These methods are also illustrated with two
empirical applications.",2003.04007v1,"Copula-based local dependence between energy, agriculture and metal
  commodity markets; This paper studies the extreme dependencies between energy, agriculture and
metal commodity markets, with a focus on local co-movements, allowing the
identification of asymmetries and changing trend in the degree of co-movements.
More precisely, starting from a non-parametric mixture copula, we use a novel
copula-based local Kendall's tau approach to measure nonlinear local dependence
in regions. In all pairs of commodity indexes, we find increased co-movements
in extreme situations, a stronger dependence between energy and other commodity
markets at lower tails, and a 'V-type' local dependence for the energy-metal
pairs. The three-dimensional Kendall's tau plot for upper tails in quantiles
shows asymmetric co-movements in the energy-metal pairs, which tend to become
negative at peak returns. Therefore, we show that the energy market can offer
diversification solutions for risk management in the case of extreme bull
market events.",False,True,"By combining the forecasting techniques for macroeconomic time series from Paper 1 with the copula-based local dependence analysis of commodity markets from Paper 2, a novel research idea could emerge that forecasts extreme dependencies in commodity markets using high-dimensional data methods, addressing practical risk management needs.",
neg-1s-56,1,,1402.5390v1,"Spontaneous oscillations from turnover of an elastic contractile
  material; Single and collective cellular oscillations involving the actomyosin
cytoskeleton have been observed in numerous biological systems. We show here
that a generic model of a contractile material, which is turning over and
contracts against an elastic element, exhibits spontaneous oscillations. Such a
model can thus account for shape oscillations observed in amnioserosa cells
during dorsal closure of the Drosophila embryo. We investigate the collective
dynamics of an ensemble of such oscillators and show that the relative
contribution of viscous and friction losses yield different regimes of
collective oscillations. Taking into account the diffusion of contractile
elements, our theoretical framework predicts the appearance of traveling waves
which might account for the propagation of actomyosin contractile waves
observed during morphogenesis.",2312.11944v2,"FPT Approximation using Treewidth: Capacitated Vertex Cover, Target Set
  Selection and Vector Dominating Set; Treewidth is a useful tool in designing graph algorithms. Although many
NP-hard graph problems can be solved in linear time when the input graphs have
small treewidth, there are problems which remain hard on graphs of bounded
treewidth. In this paper, we consider three vertex selection problems that are
W[1]-hard when parameterized by the treewidth of the input graph, namely the
capacitated vertex cover problem, the target set selection problem and the
vector dominating set problem. We provide two new methods to obtain FPT
approximation algorithms for these problems. For the capacitated vertex cover
problem and the vector dominating set problem, we obtain
$(1+o(1))$-approximation FPT algorithms. For the target set selection problem,
we give an FPT algorithm providing a tradeoff between its running time and the
approximation ratio.",False,False,"The concepts from the two papers do not converge in a way that creates a feasible, novel, and useful multidisciplinary research idea. The biological oscillations and graph algorithms are too disparate, lacking a clear application or experimental validation that integrates both fields effectively.",
neg-1s-57,1,,2007.11941v1,"(Unintended) Consequences of export restrictions on medical goods during
  the Covid-19 pandemic; In the first half of 2020, several countries have responded to the challenges
posed by the Covid-19 pandemic by restricting their export of medical supplies.
Such measures are meant to increase the domestic availability of critical
goods, and are commonly used in times of crisis. Yet, not much is known about
their impact, especially on countries imposing them. Here we show that export
bans are, by and large, counterproductive. Using a model of shock diffusion
through the network of international trade, we simulate the impact of
restrictions under different scenarios. We observe that while they would be
beneficial to a country implementing them in isolation, their generalized use
makes most countries worse off relative to a no-ban scenario. As a corollary,
we estimate that prices increase in many countries imposing the restrictions.
We also find that the cost of restraining from export bans is small, even when
others continue to implement them. Finally, we document a change in countries'
position within the international trade network, suggesting that export bans
have geopolitical implications.",2412.06226v1,"Can Generalized Extreme Value Model Fit the Real Stocks; The Generalized Extreme Value (GEV) distribution plays a critical role in
risk assessment across various domains, such as hydrology, climate science, and
finance. In this study, we investigate its application in analyzing intraday
trading risks within the Chinese stock market, focusing on abrupt price
movements influenced by unique trading regulations. To address limitations of
traditional GEV parameter estimators, we leverage recently developed robust and
asymptotically normal estimators, enabling accurate modeling of extreme
intraday price fluctuations. We introduce two risk indicators: the mean risk
level (mEVI) and a Stability Indicator (STI) to evaluate the stability of the
shape parameter over time. Using data from 261 Chinese and 32 U.S. stocks
(2015-2017), we find that Chinese stocks exhibit higher mEVI, corresponding to
greater tail risk, while maintaining high model stability. Additionally, we
show that Value at Risk (VaR) estimates derived from our GEV models outperform
traditional GP and normal-based VaR methods in terms of variance and portfolio
optimization. These findings underscore the versatility and efficiency of GEV
modeling for intraday risk management and portfolio strategies.",False,False,"While both papers address important issues—export restrictions and risk assessment in stock markets—they do not present overlapping concepts that can be effectively combined into a novel, feasible, and useful multidisciplinary research idea. The domains are too distinct without a clear intersection.",
neg-1s-58,1,,2404.00806v2,"Algorithmic Collusion by Large Language Models; The rise of algorithmic pricing raises concerns of algorithmic collusion. We
conduct experiments with algorithmic pricing agents based on Large Language
Models (LLMs). We find that (1) LLM-based agents are adept at pricing tasks,
(2) LLM-based pricing agents autonomously collude in oligopoly settings to the
detriment of consumers, and (3) variation in seemingly innocuous phrases in LLM
instructions (""prompts"") may increase collusion. Novel off-path analysis
techniques uncover price-war concerns as contributing to these phenomena. Our
results extend to auction settings. Our findings uncover unique challenges to
any future regulation of LLM-based pricing agents, and black-box pricing agents
more broadly.",0902.4417v1,"A Dimension Reduction Method for Inferring Biochemical Networks; We present herein an extension of an algebraic statistical method for
inferring biochemical reaction networks from experimental data, proposed
recently in [3]. This extension allows us to analyze reaction networks that are
not necessarily full-dimensional, i.e., the dimension of their stoichiometric
space is smaller than the number of species. Specifically, we propose to
augment the original algebraic-statistical algorithm for network inference with
a preprocessing step that identifies the subspace spanned by the correct
reaction vectors, within the space spanned by the species. This dimension
reduction step is based on principal component analysis of the input data and
its relationship with various subspaces generated by sets of candidate reaction
vectors. Simulated examples are provided to illustrate the main ideas involved
in implementing this method, and to asses its performance.",False,False,"The concepts from the two papers do not align in a way that creates a feasible, novel, and useful multidisciplinary research idea. While both involve complex systems, the focus on algorithmic pricing and biochemical networks lacks a clear intersection that meets all the specified standards.",
neg-1s-59,1,,2202.05731v1,"Flags, Landscapes and Signaling: Contact-mediated inter-cellular
  interactions enable plasticity in fate determination driven by positional
  information; Multicellular organisms exhibit a high degree of structural organization with
specific cell types always occurring in characteristic locations. The
conventional framework for describing the emergence of such consistent spatial
patterns is provided by Wolpert's ""French flag"" paradigm. According to this
view, intra-cellular genetic regulatory mechanisms use positional information
provided by morphogen concentration gradients to differentially express
distinct fates, resulting in a characteristic pattern of differentiated cells.
However, recent experiments have shown that suppression of inter-cellular
interactions can alter these spatial patterns, suggesting that cell fates are
not exclusively determined by the regulation of gene expression by local
morphogen concentration. Using an explicit model where adjacent cells
communicate by Notch signaling, we provide a mechanistic description of how
contact-mediated interactions allow information from the cellular environment
to be incorporated into cell fate decisions. Viewing cellular differentiation
in terms of trajectories along an epigenetic landscape (as first enunciated by
Waddington), our results suggest that the contours of the landscape are moulded
differently in a cell position-dependent manner, not only by the global signal
provided by the morphogen but also by the local environment via cell-cell
interactions. We show that our results are robust with respect to different
choices of coupling between the inter-cellular signaling apparatus and the
intra-cellular gene regulatory dynamics. Indeed, we show that the broad
features can be observed even in abstract spin models. Our work reconciles
interaction-mediated self-organized pattern formation with boundary-organized
mechanisms involving signals that break symmetry.",physics/0610013v1,"Hydrogen atom in crossed electric and magnetic fields: Phase space
  topology and torus quantization via periodic orbits; A hierarchical ordering is demonstrated for the periodic orbits in a strongly
coupled multidimensional Hamiltonian system, namely the hydrogen atom in
crossed electric and magnetic fields. It mirrors the hierarchy of broken
resonant tori and thereby allows one to characterize the periodic orbits by a
set of winding numbers. With this knowledge, we construct the action variables
as functions of the frequency ratios and carry out a semiclassical torus
quantization. The semiclassical energy levels thus obtained agree well with
exact quantum calculations.",False,False,"The concepts from the two papers are too disparate; one focuses on cellular interactions and differentiation, while the other deals with quantum mechanics and periodic orbits. There is no clear, feasible, and novel intersection that addresses a specific problem effectively.",
neg-1s-60,1,,1404.4416v1,"A characterization of eventually periodicity; In this article, we show that the Kamae-Xue complexity function for an
infinite sequence classifies eventual periodicity completely. We prove that an
infinite binary word $x_1x_2 \cdots $ is eventually periodic if and only if
$\Sigma(x_1x_2\cdots x_n)/n^3$ has a positive limit, where $\Sigma(x_1x_2\cdots
x_n)$ is the sum of the squares of all the numbers of appearance of finite
words in $x_1 x_2 \cdots x_n$, which was introduced by Kamae-Xue as a criterion
of randomness in the sense that $x_1x_2\cdots x_n$ is more random if
$\Sigma(x_1x_2\cdots x_n)$ is smaller. In fact, it is known that the lower
limit of $\Sigma(x_1x_2\cdots x_n) /n^2 $ is at least 3/2 for any sequence
$x_1x_2 \cdots$, while the limit exists as 3/2 almost surely for the
$(1/2,1/2)$ product measure. For the other extreme, the upper limit of
$\Sigma(x_1x_2\cdots x_n)/n^3$ is bounded by 1/3. There are sequences which are
not eventually periodic but the lower limit of $\Sigma(x_1x_2\cdots x_n)/n^3$
is positive, while the limit does not exist.",0902.0600v5,"Reconstruction of Epsilon-Machines in Predictive Frameworks and
  Decisional States; This article introduces both a new algorithm for reconstructing
epsilon-machines from data, as well as the decisional states. These are defined
as the internal states of a system that lead to the same decision, based on a
user-provided utility or pay-off function. The utility function encodes some a
priori knowledge external to the system, it quantifies how bad it is to make
mistakes. The intrinsic underlying structure of the system is modeled by an
epsilon-machine and its causal states. The decisional states form a partition
of the lower-level causal states that is defined according to the higher-level
user's knowledge. In a complex systems perspective, the decisional states are
thus the ""emerging"" patterns corresponding to the utility function. The
transitions between these decisional states correspond to events that lead to a
change of decision. The new REMAPF algorithm estimates both the epsilon-machine
and the decisional states from data. Application examples are given for hidden
model reconstruction, cellular automata filtering, and edge detection in
images.",False,True,"The combination of the Kamae-Xue complexity function's insights on eventual periodicity with the epsilon-machine reconstruction and decisional states can lead to a novel framework for predicting patterns in complex systems. This idea is feasible, as it can be validated through experiments in data analysis and decision-making processes.",
neg-1s-61,1,,1207.4589v1,"Minimum-Length Scheduling with Finite Queues: Solution Characterization
  and Algorithmic Framework; We consider a set of transmitter-receiver pairs, or links, that share a
common channel and address the problem of emptying backlogged queues at the
transmitters in minimum time. The problem amounts to determining activation
subsets of links and their time durations to form a minimum-length schedule.
The problem of scheduling has been studied under various formulations before.
In this paper, we present fundamental insights and solution characterizations
that include: (i) showing that the complexity of the problem remains high for
any continuous and increasing rate function, (ii) formulating and proving
sufficient and necessary optimality conditions of two base scheduling
strategies that correspond to emptying the queues using ""one-at-a-time"" or
""all-at-once"" strategies, (iii) presenting and proving the tractability of the
special case in which the transmission rates are functions only of the
cardinality of the link activation sets. These results are independent of
physical-layer system specifications and are valid for any form of rate
function. We then develop an algorithmic framework. The framework encompasses
exact as well as sub-optimal, but fast, scheduling algorithms, all under a
unified principle design. Through computational experiments we finally
investigate the performance of several specific algorithms.",2204.12850v2,"Diurnal variation of the surface temperature of Mars with the Emirates
  Mars Mission: A comparison with Curiosity and Perseverance rover measurements; For the first time, the Emirates Mars Infrared Spectrometer (EMIRS)
instrument on board the Emirates Mars Mission (EMM) ""Hope"", is providing us
with the temperature measurements of Mars at all local times covering most of
the planet. As a result, it is now possible to compare surface temperature
measurements made from orbit with those from the surface by rovers during the
same time period. We use data of diurnal temperature variation from the Rover
Environmental Monitoring Station (REMS) suite on board the Mars Science
Laboratory (MSL) ""Curiosity"" rover, and the Mars Environmental Dynamics
Analyzer (MEDA) suite on board the Mars 2020 ""Perseverance"" rover, between June
and August 2021 and compare them with EMIRS observations and estimates of the
Mars Climate Database (MCD) model. We show that although the overall trend of
temperature variation is in excellent agreement across missions, EMIRS
measurements are systematically lower at night compared to Mars 2020. The lower
spatial resolution of EMIRS compared to the rovers and consequently lower
average thermal inertia of the observed regions in this particular case
primarily contributed to this discrepancy, among other factors. We discuss the
implications of these results in improving our understanding of the Martian
climate which would lead to better modeling of local weather prediction, useful
for future robotic and crewed missions.",False,True,"By combining the scheduling algorithms from Paper 1 with the temperature data analysis from Paper 2, a novel research idea could focus on optimizing the scheduling of robotic missions on Mars based on real-time temperature variations, enhancing mission efficiency and safety.",
neg-1s-62,1,,2501.02303v1,"Design and Benchmarking of A Multi-Modality Sensor for Robotic
  Manipulation with GAN-Based Cross-Modality Interpretation; In this paper, we present the design and benchmark of an innovative sensor,
ViTacTip, which fulfills the demand for advanced multi-modal sensing in a
compact design. A notable feature of ViTacTip is its transparent skin, which
incorporates a `see-through-skin' mechanism. This mechanism aims at capturing
detailed object features upon contact, significantly improving both
vision-based and proximity perception capabilities. In parallel, the biomimetic
tips embedded in the sensor's skin are designed to amplify contact details,
thus substantially augmenting tactile and derived force perception abilities.
To demonstrate the multi-modal capabilities of ViTacTip, we developed a
multi-task learning model that enables simultaneous recognition of hardness,
material, and textures. To assess the functionality and validate the
versatility of ViTacTip, we conducted extensive benchmarking experiments,
including object recognition, contact point detection, pose regression, and
grating identification. To facilitate seamless switching between various
sensing modalities, we employed a Generative Adversarial Network (GAN)-based
approach. This method enhances the applicability of the ViTacTip sensor across
diverse environments by enabling cross-modality interpretation.",q-bio/0605033v1,"Impact of observational incompleteness on the structural properties of
  protein interaction networks; The observed structure of protein interaction networks is corrupted by many
false positive/negative links. This observational incompleteness is abstracted
as random link removal and a specific, experimentally motivated (spoke) link
rearrangement. Their impact on the structural properties of
gene-duplication-and-mutation network models is studied. For the degree
distribution a curve collapse is found, showing no sensitive dependence on the
link removal/rearrangement strengths and disallowing a quantitative extraction
of model parameters. The spoke link rearrangement process moves other
structural observables, like degree correlations, cluster coefficient and motif
frequencies, closer to their counterparts extracted from the yeast data. This
underlines the importance to take a precise modeling of the observational
incompleteness into account when network structure models are to be
quantitatively compared to data.",False,False,"While both papers present innovative concepts, the integration of a multi-modality sensor for robotic manipulation with the complexities of protein interaction networks does not yield a clear, feasible, and novel multidisciplinary research idea that meets all the specified standards.",
neg-1s-63,1,,2312.04464v1,"Horizon-Free and Instance-Dependent Regret Bounds for Reinforcement
  Learning with General Function Approximation; To tackle long planning horizon problems in reinforcement learning with
general function approximation, we propose the first algorithm, termed as
UCRL-WVTR, that achieves both \emph{horizon-free} and
\emph{instance-dependent}, since it eliminates the polynomial dependency on the
planning horizon. The derived regret bound is deemed \emph{sharp}, as it
matches the minimax lower bound when specialized to linear mixture MDPs up to
logarithmic factors. Furthermore, UCRL-WVTR is \emph{computationally efficient}
with access to a regression oracle. The achievement of such a horizon-free,
instance-dependent, and sharp regret bound hinges upon (i) novel algorithm
designs: weighted value-targeted regression and a high-order moment estimator
in the context of general function approximation; and (ii) fine-grained
analyses: a novel concentration bound of weighted non-linear least squares and
a refined analysis which leads to the tight instance-dependent bound. We also
conduct comprehensive experiments to corroborate our theoretical findings.",2410.22757v1,"Synthesis of Timeline-Based Planning Strategies Avoiding Determinization; Qualitative timeline-based planning models domains as sets of independent,
but interacting, components whose behaviors over time, the timelines, are
governed by sets of qualitative temporal constraints (ordering relations),
called synchronization rules. Its plan-existence problem has been shown to be
PSPACE-complete; in particular, PSPACE-membership has been proved via reduction
to the nonemptiness problem for nondeterministic finite automata. However,
nondeterministic automata cannot be directly used to synthesize planning
strategies as a costly determinization step is needed. In this paper, we
identify a large fragment of qualitative timeline-based planning whose
plan-existence problem can be directly mapped into the nonemptiness problem of
deterministic finite automata, which can then be exploited to synthesize
strategies. In addition, we identify a maximal subset of Allen's relations that
fits into such a deterministic fragment.",False,False,"While both papers address planning and decision-making, the concepts from reinforcement learning and timeline-based planning do not easily converge into a novel, feasible research idea that meets all standards. The integration of their methodologies lacks a clear experimental validation pathway and practical application.",
neg-1s-64,1,,2411.07547v1,"AuscultaBase: A Foundational Step Towards AI-Powered Body Sound
  Diagnostics; Auscultation of internal body sounds is essential for diagnosing a range of
health conditions, yet its effectiveness is often limited by clinicians'
expertise and the acoustic constraints of human hearing, restricting its use
across various clinical scenarios. To address these challenges, we introduce
AuscultaBase, a foundational framework aimed at advancing body sound
diagnostics through innovative data integration and contrastive learning
techniques. Our contributions include the following: First, we compile
AuscultaBase-Corpus, a large-scale, multi-source body sound database
encompassing 11 datasets with 40,317 audio recordings and totaling 322.4 hours
of heart, lung, and bowel sounds. Second, we develop AuscultaBase-Model, a
foundational diagnostic model for body sounds, utilizing contrastive learning
on the compiled corpus. Third, we establish AuscultaBase-Bench, a comprehensive
benchmark containing 16 sub-tasks, assessing the performance of various
open-source acoustic pre-trained models. Evaluation results indicate that our
model outperforms all other open-source models in 12 out of 16 tasks,
demonstrating the efficacy of our approach in advancing diagnostic capabilities
for body sound analysis.",1303.1296v1,"The Pricing of A Moving Barrier Option; We provided an analytical representation of the price of a barrier option
with one type of special moving barrier. We consider the case that risk free
rate, dividend rate and stock volatility are time dependent. We get a pricing
formula and put call parity for barrier option when the moving barrier has a
special relation with risk free rate, dividend rate and stock volatility.",False,False,"The concepts from the two papers—AI-powered body sound diagnostics and financial barrier options—do not naturally intersect in a way that creates a novel, feasible, and useful multidisciplinary research idea. The domains are too disparate to yield a coherent and applicable research direction.",
neg-1s-65,1,,0902.1373v3,"Inverse spectral problem for analytic $(Z/2Z)^n$-symmetric domains in
  $R^n$; In this paper we show that bounded analytic domains in $\R^n$ with mirror
symmetries across all coordinate axes are spectrally determined among other
such domains. Our approach builds on finding concrete formulas for the wave
invariants at a bouncing ball orbit. The wave invariants are calculated from a
stationary phase expansion applied to a well-constructed microlocal parametrix
for the trace of the resolvent.",1409.8497v2,"Apparent impact: the hidden cost of one-shot trades; We study the problem of the execution of a moderate size order in an illiquid
market within the framework of a solvable Markovian model. We suppose that in
order to avoid impact costs, a trader decides to execute her order through a
unique trade, waiting for enough liquidity to accumulate at the best quote. We
find that despite the absence of a proper price impact, such trader faces an
execution cost arising from a non-vanishing correlation among volume at the
best quotes and price changes. We characterize analytically the statistics of
the execution time and its cost by mapping the problem to the simpler one of
calculating a set of first-passage probabilities on a semi-infinite strip. We
finally argue that price impact cannot be completely avoided by conditioning
the execution of an order to a more favorable liquidity scenario.",False,False,The concepts from the two papers—spectral analysis of symmetric domains and execution costs in illiquid markets—do not easily converge into a novel multidisciplinary idea that meets all standards. The theoretical nature of the first paper and the practical focus of the second create a disconnect in applicability and feasibility.,
neg-1s-66,1,,1511.06639v1,"Compressed and quantized correlation estimators; In passive monitoring using sensor networks, low energy supplies drastically
constrain sensors in terms of calculation and communication abilities.
Designing processing algorithms at the sensor level that take into account
these constraints is an important problem in this context. We study here the
estimation of correlation functions between sensors using compressed
acquisition and one-bit-quantization. The estimation is achieved directly using
compressed samples, without considering any reconstruction of the signals. We
show that if the signals of interest are far from white noise, estimation of
the correlation using $M$ compressed samples out of $N\geq M$ can be more
advantageous than estimation of the correlation using $M$ consecutive samples.
The analysis consists of studying the asymptotic performance of the estimators
at a fixed compression rate. We provide the analysis when the compression is
realized by a random projection matrix composed of independent and identically
distributed entries. The framework includes widely used random projection
matrices, such as Gaussian and Bernoulli matrices, and it also includes very
sparse matrices. However, it does not include subsampling without replacement,
for which a separate analysis is provided. When considering
one-bit-quantization as well, the theoretical analysis is not tractable.
However, empirical evidence allows the conclusion that in practical situations,
compressed and quantized estimators behave sufficiently correctly to be useful
in, for example, time-delay estimation and model estimation.",2002.02657v1,"Optimization of Structural Similarity in Mathematical Imaging; It is now generally accepted that Euclidean-based metrics may not always
adequately represent the subjective judgement of a human observer. As a result,
many image processing methodologies have been recently extended to take
advantage of alternative visual quality measures, the most prominent of which
is the Structural Similarity Index Measure (SSIM). The superiority of the
latter over Euclidean-based metrics have been demonstrated in several studies.
However, being focused on specific applications, the findings of such studies
often lack generality which, if otherwise acknowledged, could have provided a
useful guidance for further development of SSIM-based image processing
algorithms. Accordingly, instead of focusing on a particular image processing
task, in this paper, we introduce a general framework that encompasses a wide
range of imaging applications in which the SSIM can be employed as a fidelity
measure. Subsequently, we show how the framework can be used to cast some
standard as well as original imaging tasks into optimization problems, followed
by a discussion of a number of novel numerical strategies for their solution.",False,True,"The combination of compressed and quantized correlation estimators from Paper 1 with the Structural Similarity Index Measure (SSIM) from Paper 2 can lead to a novel approach for optimizing image quality in low-energy sensor networks. This idea is feasible, experimental, and addresses practical challenges in image processing.",
neg-1s-67,1,,cond-mat/0510154v3,"Role of Noise in a Market Model with Stochastic Volatility; We study a generalization of the Heston model, which consists of two coupled
stochastic differential equations, one for the stock price and the other one
for the volatility. We consider a cubic nonlinearity in the first equation and
a correlation between the two Wiener processes, which model the two white noise
sources. This model can be useful to describe the market dynamics characterized
by different regimes corresponding to normal and extreme days. We analyze the
effect of the noise on the statistical properties of the escape time with
reference to the noise enhanced stability (NES) phenomenon, that is the noise
induced enhancement of the lifetime of a metastable state. We observe NES
effect in our model with stochastic volatility. We investigate the role of the
correlation between the two noise sources on the NES effect.",1511.08102v3,"L1-Regularized Least Squares for Support Recovery of High Dimensional
  Single Index Models with Gaussian Designs; It is known that for a certain class of single index models (SIMs) $Y =
f(\boldsymbol{X}_{p \times 1}^\intercal\boldsymbol{\beta}_0, \varepsilon)$,
support recovery is impossible when $\boldsymbol{X} \sim \mathcal{N}(0,
\mathbb{I}_{p \times p})$ and a model complexity adjusted sample size is below
a critical threshold. Recently, optimal algorithms based on Sliced Inverse
Regression (SIR) were suggested. These algorithms work provably under the
assumption that the design $\boldsymbol{X}$ comes from an i.i.d. Gaussian
distribution. In the present paper we analyze algorithms based on covariance
screening and least squares with $L_1$ penalization (i.e. LASSO) and
demonstrate that they can also enjoy optimal (up to a scalar) rescaled sample
size in terms of support recovery, albeit under slightly different assumptions
on $f$ and $\varepsilon$ compared to the SIR based algorithms. Furthermore, we
show more generally, that LASSO succeeds in recovering the signed support of
$\boldsymbol{\beta}_0$ if $\boldsymbol{X} \sim \mathcal{N}(0,
\boldsymbol{\Sigma})$, and the covariance $\boldsymbol{\Sigma}$ satisfies the
irrepresentable condition. Our work extends existing results on the support
recovery of LASSO for the linear model, to a more general class of SIMs.",False,False,"While both papers explore complex systems—market dynamics and high-dimensional statistical models—they do not present a clear intersection that leads to a novel, feasible, and useful multidisciplinary research idea. The concepts are too distinct to effectively combine for practical experimentation.",
neg-1s-68,1,,1811.02478v3,"Proofs of life: molecular-biology reasoning simulates cell behaviors
  from first principles; We axiomatize the molecular-biology reasoning style, show compliance of the
standard reference: Ptashne, A Genetic Switch, and present proof-theory-induced
technologies to help infer phenotypes and to predict life cycles from
genotypes. The key is to note that `reductionist discipline' entails
constructive reasoning: any proof of a compound property can be decomposed to
proofs of constituent properties. Proof theory makes explicit the inner
structure of the axiomatized reasoning style and allows the permissible
dynamics to be presented as a mode of computation that can be executed and
analyzed. Constructivity and execution guarantee simulation when working over
domain-specific languages. Here, we exhibit phenotype properties for genotype
reasons: a molecular-biology argument is an open-system concurrent computation
that results in compartment changes and is performed among processes of
physiology change as determined from the molecular programming of given DNA.
Life cycles are the possible sequentializations of the processes. A main
implication of our construction is that formal correctness provides a
complementary perspective on science that is as fundamental there as for pure
mathematics. The bulk of the presented work has been verified formally correct
by computer.",2007.14846v1,"An Uncertainty-aware Transfer Learning-based Framework for Covid-19
  Diagnosis; The early and reliable detection of COVID-19 infected patients is essential
to prevent and limit its outbreak. The PCR tests for COVID-19 detection are not
available in many countries and also there are genuine concerns about their
reliability and performance. Motivated by these shortcomings, this paper
proposes a deep uncertainty-aware transfer learning framework for COVID-19
detection using medical images. Four popular convolutional neural networks
(CNNs) including VGG16, ResNet50, DenseNet121, and InceptionResNetV2 are first
applied to extract deep features from chest X-ray and computed tomography (CT)
images. Extracted features are then processed by different machine learning and
statistical modelling techniques to identify COVID-19 cases. We also calculate
and report the epistemic uncertainty of classification results to identify
regions where the trained models are not confident about their decisions (out
of distribution problem). Comprehensive simulation results for X-ray and CT
image datasets indicate that linear support vector machine and neural network
models achieve the best results as measured by accuracy, sensitivity,
specificity, and AUC. Also it is found that predictive uncertainty estimates
are much higher for CT images compared to X-ray images.",False,True,"The integration of molecular-biology reasoning from Paper 1 with the uncertainty-aware transfer learning framework from Paper 2 could lead to a novel approach for predicting COVID-19 progression based on genetic markers and imaging data, making it feasible, useful, and innovative.",
neg-1s-69,1,,0910.5052v3,"Backaction of a charge detector on a double quantum dot; We develop a master equation approach to study the backaction of quantum
point contact (QPC) on a double quantum dot (DQD) at zero bias voltage. We
reveal why electrons can pass through the zero-bias DQD only when the bias
voltage across the QPC exceeds a threshold value determined by the eigenstate
energy difference of the DQD. This derived excitation condition agrees well
with experiments on QPC-induced inelastic electron tunneling through a DQD [S.
Gustavsson et al., Phys. Rev. Lett. 99, 206804(2007)]. Moreover, we propose a
new scheme to generate a pure spin current by the QPC in the absence of a
charge current.",2407.08174v1,"An Adaptively Weighted Averaging Method for Regional Time Series
  Extraction of fMRI-based Brain Decoding; Brain decoding that classifies cognitive states using the functional
fluctuations of the brain can provide insightful information for understanding
the brain mechanisms of cognitive functions. Among the common procedures of
decoding the brain cognitive states with functional magnetic resonance imaging
(fMRI), extracting the time series of each brain region after brain
parcellation traditionally averages across the voxels within a brain region.
This neglects the spatial information among the voxels and the requirement of
extracting information for the downstream tasks. In this study, we propose to
use a fully connected neural network that is jointly trained with the brain
decoder to perform an adaptively weighted average across the voxels within each
brain region. We perform extensive evaluations by cognitive state decoding,
manifold learning, and interpretability analysis on the Human Connectome
Project (HCP) dataset. The performance comparison of the cognitive state
decoding presents an accuracy increase of up to 5\% and stable accuracy
improvement under different time window sizes, resampling sizes, and training
data sizes. The results of manifold learning show that our method presents a
considerable separability among cognitive states and basically excludes
subject-specific information. The interpretability analysis shows that our
method can identify reasonable brain regions corresponding to each cognitive
state. Our study would aid the improvement of the basic pipeline of fMRI
processing.",False,False,"The concepts from the two papers—quantum dot behavior and fMRI brain decoding—are too disparate to create a cohesive multidisciplinary research idea that meets all standards. While both involve advanced technology, they do not share a common problem or application that would allow for a novel and feasible integration.",
