id,title,abstract,categories,authors,date,research_type,y_true
2503.064,Curating Model Problems for Software Designing,"Many disciplines use standard examples for education and to share and compare
research results. The examples are rich enough to study from multiple points of
view; they are often called model problems. Software design lacks such a
community resource. We propose an activity for Designing 2025 in which
participants improve some existing model problem descriptions and initiate new
ones -- with a focus on use in software design education, plus potential
utility in research.",['cs.SE'],"['Shaw Mary', 'Petre Marian']",2025-03-08,,False
2501.05637,"Constrained Over-the-Air Model Updating for Wireless Online Federated
  Learning with Delayed Information","We study online federated learning over a wireless network, where the central
server updates an online global model sequence to minimize the time-varying
loss of multiple local devices over time. The server updates the global model
through over-the-air model-difference aggregation from the local devices over a
noisy multiple-access fading channel. We consider the practical scenario where
information on both the local loss functions and the channel states is delayed,
and each local device is under a time-varying power constraint. We propose
Constrained Over-the-air Model Updating with Delayed infOrmation (COMUDO),
where a new lower-and-upper-bounded virtual queue is introduced to counter the
delayed information and control the hard constraint violation. We show that its
local model updates can be efficiently computed in closed-form expressions.
Furthermore, through a new Lyapunov drift analysis, we show that COMUDO
provides bounds on the dynamic regret, static regret, and hard constraint
violation. Simulation results on image classification tasks under practical
wireless network settings show substantial accuracy gain of COMUDO over
state-of-the-art approaches, especially in the low-power region.",['cs.DC'],"['Wang Juncheng', 'Liu Yituo', 'Liang Ben', 'Dong Min']",2025-01-09,,False
2501.05484,"Tuning-Free Long Video Generation via Global-Local Collaborative
  Diffusion","Creating high-fidelity, coherent long videos is a sought-after aspiration.
While recent video diffusion models have shown promising potential, they still
grapple with spatiotemporal inconsistencies and high computational resource
demands. We propose GLC-Diffusion, a tuning-free method for long video
generation. It models the long video denoising process by establishing
denoising trajectories through Global-Local Collaborative Denoising to ensure
overall content consistency and temporal coherence between frames.
Additionally, we introduce a Noise Reinitialization strategy which combines
local noise shuffling with frequency fusion to improve global content
consistency and visual diversity. Further, we propose a Video Motion
Consistency Refinement (VMCR) module that computes the gradient of pixel-wise
and frequency-wise losses to enhance visual consistency and temporal
smoothness. Extensive experiments, including quantitative and qualitative
evaluations on videos of varying lengths (\textit{e.g.}, 3\times and 6\times
longer), demonstrate that our method effectively integrates with existing video
diffusion models, producing coherent, high-fidelity long videos superior to
previous approaches.",['cs.CV'],"['Ma Yongjia', 'Chen Junlin', 'Di Donglin', 'Xie Qi', 'Fan Lei', 'Chen Wei', 'Gou Xiaofei', 'Zhao Na', 'Yang Xun']",2025-01-08,,False
2502.04934,Impartial utilitarianism on infinite utility streams,"When evaluating policies that affect future generations, the most commonly
used criterion is the discounted utilitarian rule. However, in terms of
intergenerational fairness, it is difficult to justify prioritizing the current
generation over future generations. This paper axiomatically examines impartial
utilitarian rules over infinite-dimensional utility streams. We provide simple
characterizations of the social welfare ordering evaluating utility streams by
their long-run average in the domain where the average can be defined.
Furthermore, we derive the necessary and sufficient conditions of the same
axioms in a more general domain, the set of bounded streams. Some of these
results are closely related to the Banach limits, a well-known generalization
of the classical limit concept for streams. Thus, this paper can be seen as
proposing an appealing subclass of the Banach limits by the axiomatic analysis.",['econ.TH'],['Nakamura Kensei'],2025-02-07,,False
2502.19187,BIG-Bench Extra Hard,"Large language models (LLMs) are increasingly deployed in everyday
applications, demanding robust general reasoning capabilities and diverse
reasoning skillset. However, current LLM reasoning benchmarks predominantly
focus on mathematical and coding abilities, leaving a gap in evaluating broader
reasoning proficiencies. One particular exception is the BIG-Bench dataset,
which has served as a crucial benchmark for evaluating the general reasoning
capabilities of LLMs, thanks to its diverse set of challenging tasks that
allowed for a comprehensive assessment of general reasoning across various
skills within a unified framework. However, recent advances in LLMs have led to
saturation on BIG-Bench, and its harder version BIG-Bench Hard (BBH).
State-of-the-art models achieve near-perfect scores on many tasks in BBH, thus
diminishing its utility. To address this limitation, we introduce BIG-Bench
Extra Hard (BBEH), a new benchmark designed to push the boundaries of LLM
reasoning evaluation. BBEH replaces each task in BBH with a novel task that
probes a similar reasoning capability but exhibits significantly increased
difficulty. We evaluate various models on BBEH and observe a (harmonic) average
accuracy of 9.8\% for the best general-purpose model and 44.8\% for the best
reasoning-specialized model, indicating substantial room for improvement and
highlighting the ongoing challenge of achieving robust general reasoning in
LLMs. We release BBEH publicly at: https://github.com/google-deepmind/bbeh.",['cs.CL'],"['Kazemi Mehran', 'Fatemi Bahare', 'Bansal Hritik', 'Palowitch John', 'Anastasiou Chrysovalantis', 'Mehta Sanket Vaibhav', 'Jain Lalit K.', 'Aglietti Virginia', 'Jindal Disha', 'Chen Peter', 'Dikkala Nishanth', 'Tyen Gladys', 'Liu Xin', 'Shalit Uri', 'Chiappa Silvia', 'Olszewska Kate', 'Tay Yi', 'Tran Vinh Q.', 'Le Quoc V.', 'Firat Orhan']",2025-02-26,,False
2502.20458,"Turbulence in virtual: I. Thermodynamic perspective of the $\sigma^2$-M
  relation","Turbulence is a mysterious phenomenon of physical systems and plays a
critical role in the interstellar medium (ISM). We present a thermodynamic
perspective on turbulence, aiming to explain the origin of the variance
(\(\sigma^2\)) of the lognormal probability density function (PDF) of gas
density caused by turbulence. By introducing a virtual dissipation process, in
which the entropy-increasing processes of turbulent dissipation and structural
dissipation are assumed to be coupled, we directly derive the empirical
relation between the variance of the (near) log-normal PDF ($\sigma^2$) and the
Mach number ($\mathcal{M}$): $\sigma^2 = \ln(1 + b^2\mathcal{M})^2$. We also
explain why $b = 1$ for compressive forcing and $b = 1/D$ for solenoidal
forcing, where $D$ is the dimension of the system. Furthermore, by introducing
a delay parameter $q$ for the local gas temperature, we quantitatively derive
the deviation of $\sigma^2$ from the empirical relation at high $\mathcal{M}$,
which is consistent with previous simulations and observations.",['astro-ph.GA'],['Liu Xunchuan'],2025-02-27,,False
2502.06487,Adaptive Prompting: Ad-hoc Prompt Composition for Social Bias Detection,"Recent advances on instruction fine-tuning have led to the development of
various prompting techniques for large language models, such as explicit
reasoning steps. However, the success of techniques depends on various
parameters, such as the task, language model, and context provided. Finding an
effective prompt is, therefore, often a trial-and-error process. Most existing
approaches to automatic prompting aim to optimize individual techniques instead
of compositions of techniques and their dependence on the input. To fill this
gap, we propose an adaptive prompting approach that predicts the optimal prompt
composition ad-hoc for a given input. We apply our approach to social bias
detection, a highly context-dependent task that requires semantic
understanding. We evaluate it with three large language models on three
datasets, comparing compositions to individual techniques and other baselines.
The results underline the importance of finding an effective prompt
composition. Our approach robustly ensures high detection performance, and is
best in several settings. Moreover, first experiments on other tasks support
its generalizability.",['cs.CL'],"['Spliethöver Maximilian', 'Knebler Tim', 'Fumagalli Fabian', 'Muschalik Maximilian', 'Hammer Barbara', 'Hüllermeier Eyke', 'Wachsmuth Henning']",2025-02-10,,False
2501.13123,Strongly Interacting Matter Under Extreme Conditions,"Different variants of the Hadron Resonance Gas model have been used to
describe the hadronic phase of strongly interacting matter. HRG model is
improved by including repulsive interaction through the inclusion of excluded
volume in Excluded Volume Hadron Resonance Gas (EVHRG) model. Here, the EVHRG
model is further improved by incorporating unequal radii of hadrons which has
been named as Modified Excluded Volume Hadron Resonance Gas (MEVHRG) model and
also by taking their Lorentz contraction in Lorentz contracted MEVHRG model,
namely, LMEVHRG model. Another way of incorporating the repulsive interactions
in the HRG model is through the introduction of a mean-field potential. This is
done in the HRG mean-field (HRGMF) model where the single particle energies are
modified by a density dependent term. Both the inclusion of unequal radii and
the Lorentz contraction have significant effects on the thermodynamic
quantities and susceptibilities of conserved charges. The centre of mass energy
dependence of some thermodynamic quantities in presence of repulsive
interaction has been studied. Our study clearly indicates that proper modelling
of repulsive interaction among hadrons is very important to explain the
thermodynamic quantities and susceptibilities of conserved charges. The effect
of static magnetic field in HRG and EVHRG models by the means of Landau levels
has also been investigated. The vacuum part of the pressure, in presence of
magnetic field, has been properly renormalised. The magnetic field is found to
effect the thermodynamic quantities and the susceptibilities significantly. The
electric charge susceptibility is influenced more strongly by the magnetic
field than the baryon susceptibility. The total magnetization of hadronic
matter is found to be positive.",['nucl-th'],['Pal Somenath'],2025-01-20,,False
2502.17047,Structure-Aware Matrix Pencil Method,"We address the problem of detecting the number of complex exponentials and
estimating their parameters from a noisy signal using the Matrix Pencil (MP)
method. We introduce the MP modes and present their informative spectral
structure. We show theoretically that these modes can be divided into signal
and noise modes, where the signal modes exhibit a perturbed Vandermonde
structure. Leveraging this structure, we proposed a new MP algorithm, termed
the SAMP algorithm, which has two novel components. First, we present a new and
robust model order detection with theoretical guarantees. Second, we present an
efficient estimation of signal amplitudes. We show empirically that the SAMP
algorithm significantly outperforms the standard MP method, particularly in
challenging conditions with closely-spaced frequencies and low Signal-to-Noise
Ratio (SNR) values, approaching the Cramer-Rao lower bound (CRB) for a broad
SNR range. Additionally, compared with prevalent information-based criteria, we
show that SAMP is more computationally efficient and insensitive to noise
distribution.",['eess.SP'],"['Segman Yehonatan-Itay', 'Amar Alon', 'Talmon Ronen']",2025-02-24,,False
2503.17202,Stream Automatic Detection with Convolutional Neural Network (SAD-CNN),"Context. Galactic halos host faint substructures, such as stellar streams and
shells, which provide insights into the hierarchical assembly history of
galaxies. To date, such features have been identified in external galaxies by
visual inspection. However, with the advent of larger and deeper surveys and
the associated increase in data volume, this methodology is becoming
impractical. Aims. Here we aim to develop an automated method to detect low
surface brightness features in galactic stellar halos. Moreover, we seek to
quantify its performance when considering progressively more complex data sets,
including different stellar disc orientations and redshifts. Methods. We
develop the Stream Automatic Detection with Convolutional Neural Networks,
SAD-CNN. This tool is trained on mock surface brightness maps obtained from
simulations of the Auriga Project. The model incorporates transfer learning,
data augmentation and balanced datasets to optimise its detection capabilities
at surface brightness limiting magnitudes ranging from 27 to 31 mag arcsec^-2.
Results. The iterative training approach, coupled with transfer learning,
allowed the model to adapt to increasingly challenging datasets, achieving
precision and recall metrics above 80% in all considered scenarios. The use of
a well-balanced training dataset is critical for mitigating biases, ensuring
that the CNN accurately distinguishes between galaxies with and without
streams. Conclusions. SAD-CNN is a reliable and scalable tool for automating
the detection of faint substructures in galactic halos. Its adaptability makes
it well-suited for future applications, including the analysis of data from
upcoming large astronomical surveys (such as LSST, JWT).",['astro-ph.GA'],"['Vera-Casanova. Alex', 'Gonzalez Nicolas Monsalves', 'Gómez Facundo A.', 'Arancibia. Marcelo Jaque', 'Fontirroig Valentina', 'Pallero. Diego', 'Pakmor. Rüdiger', 'van de Voort. Freeke', 'Grand. Robert J. J.', 'Bieri. Rebekka', 'Marinacci Federico']",2025-03-21,,False
2503.16318,"Dynamic Point Maps: A Versatile Representation for Dynamic 3D
  Reconstruction","DUSt3R has recently shown that one can reduce many tasks in multi-view
geometry, including estimating camera intrinsics and extrinsics, reconstructing
the scene in 3D, and establishing image correspondences, to the prediction of a
pair of viewpoint-invariant point maps, i.e., pixel-aligned point clouds
defined in a common reference frame. This formulation is elegant and powerful,
but unable to tackle dynamic scenes. To address this challenge, we introduce
the concept of Dynamic Point Maps (DPM), extending standard point maps to
support 4D tasks such as motion segmentation, scene flow estimation, 3D object
tracking, and 2D correspondence. Our key intuition is that, when time is
introduced, there are several possible spatial and time references that can be
used to define the point maps. We identify a minimal subset of such
combinations that can be regressed by a network to solve the sub tasks
mentioned above. We train a DPM predictor on a mixture of synthetic and real
data and evaluate it across diverse benchmarks for video depth prediction,
dynamic point cloud reconstruction, 3D scene flow and object pose tracking,
achieving state-of-the-art performance. Code, models and additional results are
available at https://www.robots.ox.ac.uk/~vgg/research/dynamic-point-maps/.",['cs.CV'],"['Sucar Edgar', 'Lai Zihang', 'Insafutdinov Eldar', 'Vedaldi Andrea']",2025-03-20,,False
2502.14693,"I-MCTS: Enhancing Agentic AutoML via Introspective Monte Carlo Tree
  Search","Recent advancements in large language models (LLMs) have shown remarkable
potential in automating machine learning tasks. However, existing LLM-based
agents often struggle with low-diversity and suboptimal code generation. While
recent work has introduced Monte Carlo Tree Search (MCTS) to address these
issues, limitations persist in the quality and diversity of thoughts generated,
as well as in the scalar value feedback mechanisms used for node selection. In
this study, we introduce Introspective Monte Carlo Tree Search (I-MCTS), a
novel approach that iteratively expands tree nodes through an introspective
process that meticulously analyzes solutions and results from parent and
sibling nodes. This facilitates a continuous refinement of the node in the
search tree, thereby enhancing the overall decision-making process.
Furthermore, we integrate a Large Language Model (LLM)-based value model to
facilitate direct evaluation of each node's solution prior to conducting
comprehensive computational rollouts. A hybrid rewarding mechanism is
implemented to seamlessly transition the Q-value from LLM-estimated scores to
actual performance scores. This allows higher-quality nodes to be traversed
earlier. Applied to the various ML tasks, our approach demonstrates a 6%
absolute improvement in performance compared to the strong open-source AutoML
agents, showcasing its effectiveness in enhancing agentic AutoML systems.
Resource available at https://github.com/jokieleung/I-MCTS",['cs.CL'],"['Liang Zujie', 'Wei Feng', 'Xu Wujiang', 'Chen Lin', 'Qian Yuxi', 'Wu Xinhui']",2025-02-20,,False
2501.09281,SoccerSynth-Detection: A Synthetic Dataset for Soccer Player Detection,"In soccer video analysis, player detection is essential for identifying key
events and reconstructing tactical positions. The presence of numerous players
and frequent occlusions, combined with copyright restrictions, severely
restricts the availability of datasets, leaving limited options such as
SoccerNet-Tracking and SportsMOT. These datasets suffer from a lack of
diversity, which hinders algorithms from adapting effectively to varied soccer
video contexts. To address these challenges, we developed
SoccerSynth-Detection, the first synthetic dataset designed for the detection
of synthetic soccer players. It includes a broad range of random lighting and
textures, as well as simulated camera motion blur. We validated its efficacy
using the object detection model (Yolov8n) against real-world datasets
(SoccerNet-Tracking and SportsMoT). In transfer tests, it matched the
performance of real datasets and significantly outperformed them in images with
motion blur; in pre-training tests, it demonstrated its efficacy as a
pre-training dataset, significantly enhancing the algorithm's overall
performance. Our work demonstrates the potential of synthetic datasets to
replace real datasets for algorithm training in the field of soccer video
analysis.",['cs.CV'],"['Qin Haobin', 'Yeung Calvin', 'Umemoto Rikuhei', 'Fujii Keisuke']",2025-01-15,,False
2502.0975,Quantifying the Complexity of Materials with Assembly Theory,"Quantifying the evolution and complexity of materials is of importance in
many areas of science and engineering, where a central open challenge is
developing experimental complexity measurements to distinguish random
structures from evolved or engineered materials. Assembly Theory (AT) was
developed to measure complexity produced by selection, evolution and
technology. Here, we extend the fundamentals of AT to quantify complexity in
inorganic molecules and solid-state periodic objects such as crystals, minerals
and microprocessors, showing how the framework of AT can be used to distinguish
naturally formed materials from evolved and engineered ones by quantifying the
amount of assembly using the assembly equation defined by AT. We show how
tracking the Assembly of repeated structures within a material allows us
formalizing the complexity of materials in a manner accessible to measurement.
We confirm the physical relevance of our formal approach, by applying it to
phase transformations in crystals using the HCP to FCC transformation as a
model system. To explore this approach, we introduce random stacking faults in
closed-packed systems simplified to one-dimensional strings and demonstrate how
Assembly can track the phase transformation. We then compare the Assembly of
closed-packed structures with random or engineered faults, demonstrating its
utility in distinguishing engineered materials from randomly structured ones.
Our results have implications for the study of pre-genetic minerals at the
origin of life, optimization of material design in the trade-off between
complexity and function, and new approaches to explore material
technosignatures which can be unambiguously identified as products of
engineered design.",['cond-mat.mtrl-sci'],"['Patarroyo Keith Y', 'Sharma Abhishek', 'Seet Ian', 'Packmore Ignas', 'Walker Sara I.', 'Cronin Leroy']",2025-02-13,,False
2501.01078,"Communication-and-Computation Efficient Split Federated Learning:
  Gradient Aggregation and Resource Management","With the prevalence of Large Learning Models (LLM), Split Federated Learning
(SFL), which divides a learning model into server-side and client-side models,
has emerged as an appealing technology to deal with the heavy computational
burden for network edge clients. However, existing SFL frameworks would
frequently upload smashed data and download gradients between the server and
each client, leading to severe communication overheads. To address this issue,
this work proposes a novel communication-and-computation efficient SFL
framework, which allows dynamic model splitting (server- and client-side model
cutting point selection) and broadcasting of aggregated smashed data gradients.
We theoretically analyze the impact of the cutting point selection on the
convergence rate of the proposed framework, revealing that model splitting with
a smaller client-side model size leads to a better convergence performance and
vise versa. Based on the above insights, we formulate an optimization problem
to minimize the model convergence rate and latency under the consideration of
data privacy via a joint Cutting point selection, Communication and Computation
resource allocation (CCC) strategy. To deal with the proposed mixed integer
nonlinear programming optimization problem, we develop an algorithm by
integrating the Double Deep Q-learning Network (DDQN) with convex optimization
methods. Extensive experiments validate our theoretical analyses across various
datasets, and the numerical results demonstrate the effectiveness and
superiority of the proposed communication-efficient SFL compared with existing
schemes, including parallel split learning and traditional SFL mechanisms.",['cs.DC'],"['Liang Yipeng', 'Chen Qimei', 'Zhu Guangxu', 'Awan Muhammad Kaleem', 'Jiang Hao']",2025-01-02,,False
2503.15921,"SPIN: Accelerating Large Language Model Inference with Heterogeneous
  Speculative Models","Speculative decoding has been shown as an effective way to accelerate Large
Language Model (LLM) inference by using a Small Speculative Model (SSM) to
generate candidate tokens in a so-called speculation phase, which are
subsequently verified by the LLM in a verification phase. However, current
state-of-the-art speculative decoding approaches have three key limitations:
handling requests with varying difficulty using homogeneous SSMs, lack of
robust support for batch processing, and insufficient holistic optimization for
both speculation and verification phases. In this paper, we introduce SPIN, an
efficient LLM inference serving system based on speculative decoding, designed
to address these challenges through three main innovations. First, SPIN
improves token speculation by using multiple heterogeneous SSMs, with a
learning-based algorithm for SSM selection that operates without prior
knowledge of request difficulty. Second, SPIN employs a request decomposition
method to minimize batching overhead during LLM verification. Finally, SPIN
orchestrates speculation and verification phases by pipelining their executions
on GPUs to achieve further acceleration. Experimental results demonstrate that
SPIN significantly outperforms state-of-the-art methods, achieving a
performance increase of approximately 2.28X.",['cs.DC'],"['Chen Fahao', 'Li Peng', 'Luan Tom H.', 'Su Zhou', 'Deng Jing']",2025-03-20,,False
2501.15949,"Enhancing the Convergence of Federated Learning Aggregation Strategies
  with Limited Data","The development of deep learning techniques is a leading field applied to
cases in which medical data is used, particularly in cases of image diagnosis.
This type of data has privacy and legal restrictions that in many cases prevent
it from being processed from central servers. However, in this area
collaboration between different research centers, in order to create models as
robust as possible, trained with the largest quantity and diversity of data
available, is a critical point to be taken into account. In this sense, the
application of privacy aware distributed architectures, such as federated
learning arises. When applying this type of architecture, the server aggregates
the different local models trained with the data of each data owner to build a
global model. This point is critical and therefore it is fundamental to analyze
different ways of aggregation according to the use case, taking into account
the distribution of the clients, the characteristics of the model, etc. In this
paper we propose a novel aggregation strategy and we apply it to a use case of
cerebral magnetic resonance image classification. In this use case the
aggregation function proposed manages to improve the convergence obtained over
the rounds of the federated learning process in relation to different
aggregation strategies classically implemented and applied.",['cs.LG'],"['Díaz Judith Sáinz-Pardo', 'García Álvaro López']",2025-01-27,,False
2503.08338,Trinity: A Modular Humanoid Robot AI System,"In recent years, research on humanoid robots has garnered increasing
attention. With breakthroughs in various types of artificial intelligence
algorithms, embodied intelligence, exemplified by humanoid robots, has been
highly anticipated. The advancements in reinforcement learning (RL) algorithms
have significantly improved the motion control and generalization capabilities
of humanoid robots. Simultaneously, the groundbreaking progress in large
language models (LLM) and visual language models (VLM) has brought more
possibilities and imagination to humanoid robots. LLM enables humanoid robots
to understand complex tasks from language instructions and perform long-term
task planning, while VLM greatly enhances the robots' understanding and
interaction with their environment. This paper introduces
\textcolor{magenta}{Trinity}, a novel AI system for humanoid robots that
integrates RL, LLM, and VLM. By combining these technologies, Trinity enables
efficient control of humanoid robots in complex environments. This innovative
approach not only enhances the capabilities but also opens new avenues for
future research and applications of humanoid robotics.",['cs.RO'],"['Sun Jingkai', 'Zhang Qiang', 'Han Gang', 'Zhao Wen', 'Yong Zhe', 'He Yan', 'Wang Jiaxu', 'Cao Jiahang', 'Guo Yijie', 'Xu Renjing']",2025-03-11,,False
2502.18267,"On the Elementary Symmetric Functions of
  $\{1,1/2,\dots,1/n\}\backslash\{1/i\}$","In 1946, P. Erd\H{o}s and I. Niven proved that there are only finitely many
positive integers $n$ for which one or more of the elementary symmetric
functions of $1,1 / 2$, $\cdots, 1 / n$ are integers. In 2012, Y. Chen and M.
Tang proved that if $n \geqslant 4$, then none of the elementary symmetric
functions of $1,1 / 2, \cdots, 1 / n$ are integers. In this paper, we prove
that if $n \geqslant 5$, then none of the elementary symmetric functions of
$\{1,1 / 2, \cdots, 1 / n\} \backslash\{1 / i\}$ are integers except for
$n=i=2$ and $n=i=4$.",['math.NT'],"['Zhang Weilin', 'Li Hongjian', 'Chiu Sunben', 'Yuan Pingzhi']",2025-02-25,,False
2503.11092,"Sharp well-posedness and ill-posedness of the stationary
  quasi-geostrophic equation","We consider the stationary problem for the quasi-geostrophic equation on the
whole plane and investigate its well-posedness and ill-posedness. In[Fujii,
Ann. PDE 10, 10 (2024)], it was shown that the two-dimensional stationary
Navier--Stokes equations are ill-posed in the critical Besov spaces $\dot
B_{p,1}^{\frac{2}{p}-1}(\mathbb{R}^2)$ with $1 \leq p \leq 2$. Although the
quasi-geostrophic equation has the same invariant scale structure as the
Navier--Stokes equations, we reveal that the quasi-geostrophic equation is
well-posed in the scaling critical Besov spaces $\dot
B_{p,q}^{\frac{2}{p}-1}(\mathbb{R}^2)$ with $(p,q) \in [1,4) \times [1,\infty]$
or $(p,q)=(4,2)$ due to the better properties of the nonlinear structure of the
quasi-geostrophic equation compared to that of the Navier--Stokes equations.
Moreover, we also prove the optimality for the above range of $(p,q)$ ensuring
the well-posedness in the sense that the stationary quasi-geostrophic equation
is ill-posed for all the other cases.",['math.AP'],"['Fujii Mikihiro', 'Iwabuchi Tsukasa']",2025-03-14,,False
2502.07568,"$\Gamma-$convergence of energy functionals in fractional Orlicz spaces
  beyond the $\Delta_2$ condition","Given a Young function $A$, $n\geq 1$ and $s\in(0,1)$ we consider the energy
functional $$ \mathcal{J}_s(u)=(1-s)\iint_{\mathbb{R}^n\times \mathbb{R}^n}
A\left(\frac{|u(x)-u(y)|}{|x-y|^s}\right)\frac{dxdy}{|x-y|^n}. $$ Without
assuming the $\Delta_2$ condition on $A$ not its conjugated function $\bar A$,
we prove the following liminf inequality: if $u\in E^A(\mathbb{R}^n)$ and
$\{u_k\}_{k\in\mathbb{N}}\subset E^A(\mathbb{R}^n)$ is such that $u_k\to u$ in
$E^A(\mathbb{R}^n)$, and $s_k\to 1$, then $$ \mathcal{J}(u) \leq
\liminf_{k\to\infty } \mathcal{J}_{s_k}(u_k), $$ where $\mathcal{J}$ is a limit
functional related with the behavior of the fractional Orlicz-Sobolev spaces as
$s\to 1^+$. As a direct consequence, we obtain the $\Gamma-$convergence of the
functional $\mathcal{J}_s$.
  Finally, we extend our result to the study of the so called \emph{fractional
peridynamic} case.",['math.AP'],"['Dussel Ignacio Ceresa', 'Bonder Julián Fernández', 'Salort Ariel']",2025-02-11,,False
2502.16099,Realization of electroweak baryogenesis by fourth generation fermions,"We demonstrate that the electroweak baryogenesis can be realized in the
extended Standard Model with sequential fourth generation fermions (SM4). The
solution to the coupled Dyson-Schwinger equations for the fermion and Higgs
masses indicates that fourth generation quarks $t'$ and $b'$ with the Yukawa
couplings above the threshold $g_Q^c\approx 9.1$ form condensates. This
critical coupling, greater than the value $g_Y^f\approx 7$ at the ultraviolet
fixed point of the renormalization-group evolution in the SM4, implies the
existence of an electroweak symmetric phase at a high energy. The $t'$ and $b'$
Yukawa couplings evolve as the energy decreases, and exceed $g_Q^c$ at a lower
scale. The Higgs potential with the dynamical symmetry breaking effect from
heavy quark condensates, the one-loop correction from the heavy scalars formed
by $t'$ and $b'$ quarks and the temperature-dependent contribution from fourth
generation leptons allow the first-order phase transition characterized by the
ratio $\phi_c/T_c\approx 0.9$, where $\phi_c$ is the location of the Higgs
potential minimum at the critical temperature $T_c$. Together with the baryon
number violating sphaleron interaction inherent in the Standard Model and the
enhanced $CP$ violation source from fourth generation quarks, the baryon
asymmetry in the Universe can be achieved.",['hep-ph'],['Li Hsiang-nan'],2025-02-22,,False
2501.13318,"SplitLLM: Hierarchical Split Learning for Large Language Model over
  Wireless Network","Fine-tuning a large language model (LLM) using the local data of edge users
can enable personalized services and applications. For privacy protection, the
prevalent solution adopts distributed learning for fine-tuning and integrates
low-rank adaptation (LoRA) to reduce users' computational load. However, as the
number of users increases, numerous users simultaneously communicate with the
server, and multiple server-side models concurrently execute on the server,
leading to significant communication congestion and memory pressure. In this
paper, we propose a split learning (SL) scheme for fine-tuning LLM in wireless
networks, which involves one cloud server, a small number of edge servers, and
multiple users. Specifically, the pre-trained model and LoRA adapters are
divided into three parts and deployed across the cloud, edge, and user sides.
The training process follows the sequence of user, edge, and cloud, with
forward and backward propagation achieved by transmitting activation and
gradient. In each round, all edge servers and an equivalent number of users
train in parallel, and only the LoRA adapters are updated. At the end of each
round, all edge-side and user-side LoRA adapters are uploaded to the cloud for
aggregation. Extensive simulation demonstrates that the proposed scheme can
reduce peak memory usage up to 74% compared to the state-of-the-art benchmarks.",['cs.DC'],"['Zhang Songge', 'Cheng Guoliang', 'Li Zuguang', 'Wu Wen']",2025-01-22,,False
2503.09317,"RaceTEE: A Practical Privacy-Preserving Off-Chain Smart Contract
  Execution Architecture","Decentralized on-chain smart contracts enable trustless collaboration, yet
their inherent data transparency and execution overhead hinder widespread
adoption. Existing cryptographic approaches incur high computational costs and
lack generality. Meanwhile, prior TEE-based solutions suffer from practical
limitations, such as the inability to support inter-contract interactions,
reliance on unbreakable TEEs, and compromised usability. We introduce RaceTEE,
a practical and privacy-preserving off-chain execution architecture for smart
contracts that leverages Trusted Execution Environments (TEEs). RaceTEE
decouples transaction ordering (on-chain) from execution (off-chain), with
computations performed competitively in TEEs, ensuring confidentiality and
minimizing overhead. It further enhances practicality through three key
improvements: supporting secure inter-contract interactions, providing a key
rotation scheme that enforces forward and backward secrecy even in the event of
TEE breaches, and enabling full compatibility with existing blockchains without
altering the user interaction model. To validate its feasibility, we prototype
RaceTEE using Intel SGX and Ethereum, demonstrating its applicability across
various use cases and evaluating its performance.",['cs.CR'],"['Zhang Keyu', 'Martin Andrew']",2025-03-12,,False
2503.09122,"Training Data Provenance Verification: Did Your Model Use Synthetic Data
  from My Generative Model for Training?","High-quality open-source text-to-image models have lowered the threshold for
obtaining photorealistic images significantly, but also face potential risks of
misuse. Specifically, suspects may use synthetic data generated by these
generative models to train models for specific tasks without permission, when
lacking real data resources especially. Protecting these generative models is
crucial for the well-being of their owners. In this work, we propose the first
method to this important yet unresolved issue, called Training data Provenance
Verification (TrainProVe). The rationale behind TrainProVe is grounded in the
principle of generalization error bound, which suggests that, for two models
with the same task, if the distance between their training data distributions
is smaller, their generalization ability will be closer. We validate the
efficacy of TrainProVe across four text-to-image models (Stable Diffusion v1.4,
latent consistency model, PixArt-$\alpha$, and Stable Cascade). The results
show that TrainProVe achieves a verification accuracy of over 99\% in
determining the provenance of suspicious model training data, surpassing all
previous methods. Code is available at https://github.com/xieyc99/TrainProVe.",['cs.CV'],"['Xie Yuechen', 'Song Jie', 'Wang Huiqiong', 'Song Mingli']",2025-03-12,,False
