id,date,a_abstract,b_id,b_abstract,b_categories,c_id,c_abstract,c_categories,y_true,research_type,a_title,a_categories,b_title,c_title
neg-d2-629,2025-02-21,,2502.1522," A robust estimation framework for binary regression models is studied, aiming
to extend traditional approaches like logistic regression models. While
previous studies largely focused on logistic models, we explore a broader class
of models defined by general link functions. We incorporate various loss
functions to improve estimation under model misspecification. Our investigation
addresses robustness against outliers and model misspecifications, leveraging
divergence-based techniques such as the $\beta$-divergence and
$\gamma$-divergence, which generalize the maximum likelihood approach. These
divergences introduce loss functions that mitigate the influence of atypical
data points while retaining Fisher consistency. We establish a theoretical
property of the estimators under both correctly specified and misspecified
models, analyzing their robustness through quantifying the effect of outliers
in linear predictor. Furthermore, we uncover novel relationships between
existing estimators and robust loss functions, identifying previously
unexplored classes of robust estimators. Numerical experiments illustrate the
efficacy of the proposed methods across various contamination scenarios,
demonstrating their potential to enhance reliability in binary classification
tasks. By providing a unified framework, this study highlights the versatility
and robustness of divergence-based methods, offering insights into their
practical application and theoretical underpinnings.",['stat.ME'],2502.11032," Model-assisted estimation combines sample survey data with auxiliary
information to increase precision when estimating finite population quantities.
Accurately estimating the variance of model-assisted estimators is challenging:
the classical approach ignores uncertainty from estimating the working model
for the functional relationship between survey and auxiliary variables. This
approach may be asymptotically valid, but can underestimate variance in
practical settings with limited sample sizes. In this work, we develop a
connection between model-assisted estimation and the theory of U- and
V-statistics. We demonstrate that when predictions from the working model for
the variable of interest can be represented as a U- or V-statistic, the
resulting model-assisted estimator also admits a U- or V-statistic
representation. We exploit this connection to derive an improved estimator of
the exact variance of such model-assisted estimators. The class of working
models for which this strategy can be used is broad, ranging from linear models
to modern ensemble methods. We apply our approach to the model-assisted
estimator constructed with a linear regression working model, commonly referred
to as the generalized regression estimator, show that it can be re-written as a
U-statistic, and propose an estimator of its exact variance. We illustrate our
proposal and compare it against the classical asymptotic variance estimator
using household survey data from the American Community Survey.",['stat.ME'],False,,,,On a class of binary regression models and their robust estimation,"Exact variance estimation for model-assisted survey estimators using U-
  and V-statistics"
neg-d2-630,2025-01-02,,2501.0106," Using the pinch technique, we compute the one-loop vertices of weak
interactions in the B-LSSM and incorporate their pinch contributions into the
gauge boson self-energies. Compared to the definitions of the $S$, $T$, and $U$
parameters in the Standard Model based on the $SU(2)_L\otimes U(1)_Y$ group,
the corresponding parameters in the B-LSSM are modified. We provide these
redefined $S$, $T$, and $U$ parameters and demonstrate the convergence of the
results. In the framework of the low-energy effective Lagrangian for weak
interactions, the $S$, $T$, and $U$ parameters can be expressed as functions of
certain parameters in the B-LSSM. The updated experimental and fitting results
constrain the parameter space of the B-LSSM strongly.",['hep-ph'],2502.18931," We investigate axion emission from singlet proton Cooper pairs in neutron
stars, a process that dominates axion emission in young neutron stars in the
KSVZ model. By re-deriving its emissivity, we confirm consistency with most
existing literature, except for a recent study that exhibits a different
dependence on the effective mass. This discrepancy results in more than an
order-of-magnitude deviation in emissivity, significantly impacting constraints
on the KSVZ axion from the cooling observations of the Cassiopeia A neutron
star. Furthermore, we examine uncertainties arising from neutron-star equations
of state and their role in the discrepancy, finding that the large deviation
persists regardless of the choice of equations of state.",['hep-ph'],False,,,,"$S$, $T$, $U$ Parameters in The B-LSSM",Axion Emission from Proton Cooper Pairs in Neutron Stars
neg-d2-631,2025-01-16,,2501.09524," This note is an (exact) copy of the report of Jaak Peetre, ""H-infinity and
Complex Interpolation"". Published as Technical Report, Lund (1981). Some more
recent general references have been added, some references updated though (in
italics) and some misprints corrected.",['math.FA'],2501.09524," This note is an (exact) copy of the report of Jaak Peetre, ""H-infinity and
Complex Interpolation"". Published as Technical Report, Lund (1981). Some more
recent general references have been added, some references updated though (in
italics) and some misprints corrected.",['math.FA'],False,,,,H-infinity and Complex Interpolation,H-infinity and Complex Interpolation
neg-d2-632,2025-02-14,,2502.10542," Drug overdose deaths, including those due to prescription opioids, represent
a critical public health issue in the United States and worldwide. Artificial
intelligence (AI) approaches have been developed and deployed to help
prescribers assess a patient's risk for overdose-related death, but it is
unknown whether public health experts can leverage similar predictions to make
local resource allocation decisions more effectively. In this work, we
evaluated how AI-based overdose risk assessment could be used to inform local
public health decisions using a working prototype system. Experts from three
health departments, of varying locations and sizes with respect to staff and
population served, were receptive to the potential benefits of algorithmic risk
prediction and of using AI-augmented visualization to connect across data
sources. However, they also expressed concerns about whether the risk
prediction model's formulation and underlying data would match the state of the
overdose epidemic as it evolved in their specific locations. Our findings
extend those of other studies on algorithmic systems in the public sector, and
they present opportunities for future human-AI collaborative tools to support
decision-making in local, time-varying contexts.",['cs.HC'],2501.07234," The integration of haptics within Augmented Reality may help to deliver an
enriched experience, while facilitating the performance of specific actions
(e.g. repositioning or resizin ) that are still dependent on the user's skills.
This paper gathers the description of a flexible architecture designed to
deploy haptically-enabled AR applications. The haptic feedback may be generated
through a variety of devices (e.g., wearable, graspable, or mid-air ones), and
the architecture facilitates handling the specificity of each. For this reason,
it is discussed how to generate a haptic representation of a 3D digital object
depending on the application and the target device. Additionally, it is
included an analysis of practical, relevant issues that arise when setting up a
system to work with specific devices like Head-Mounted Displays (e.g.,
HoloLens) and mid-air haptic devices (e.g., Ultrahaptics UHK), such as the
alignment between the real world and the virtual one. The architecture
applicability is demonstrated through the implementation of two applications:
Form Inspector and Simon Game, built for HoloLens and iOS mobile phones for
visualization and for UHK for mid-air haptics delivery. These applications have
been used by nine users to explore the efficiency, meaningfulness, and
usefulness of mid-air haptics for form perception, object resizing, and push
interaction tasks. Results show that, although mobile interaction is preferred
when this option is available, haptics turn out to be more meaningful in
identifying shapes when compared to what users initially expect and in
contributing to the execution of resizing tasks. Moreover, this preliminary
user study reveals that users may be expecting a tailored interface metaphor,
not necessarily inspired in natural interaction.",['cs.HC'],False,,,,"Static Algorithm, Evolving Epidemic: Understanding the Potential of
  Human-AI Risk Assessment to Support Regional Overdose Prevention","Enhancing Interaction with Augmented Reality through Mid-Air Haptic
  Feedback: Architecture Design and User Feedback"
neg-d2-633,2025-01-06,,2501.04893," In this paper, we consider the existence and multiplicity of prescribed mass
solutions to the following nonlinear Schr\""{o}dinger equation with general
nonlinearity: Mass super-critical case: \[\begin{cases} -\Delta u+V(x)u+\lambda
u=g(u),\\ \|u\|_2^2=\int|u|^2\mathrm{d}x=c, \end{cases} \] both on large
bounded smooth star-shaped domain $\Omega\subset\mathbb{R}^N$ and on
$\mathbb{R}^N$, where $V(x)$ is the potential and the nonlinearity $g(\cdot)$
considered here are very general and of mass super-critical. The standard
approach based on the Pohozaev identity to obtain normalized solutions is
invalid as the presence of potential $V(x)$. In addition, our study can be
considered as a complement of Bartsch-Qi-Zou (Math Ann 390, 4813--4859, 2024),
which has addressed an open problem raised in Bartsch et al. (Commun Partial
Differ Equ 46(9):1729--1756, 2021).",['math.AP'],2501.11523," In this work, our interest lies in proving the existence of solutions to the
following Fractional Lane-Emden Hamiltonian system: $$ \begin{cases}
(-\Delta)^s u = H_v(x,u,v) & \text{in }\Omega,\\ (-\Delta)^s v = H_u(x,u,v) &
\text{in }\Omega,\\ u=v=0 & \text{in } \R^n\setminus\Omega. \end{cases} $$ The
method, that can be traced back to the work of De Figueiredo and Felmer
\cite{DF-F}, is flexible enough to deal with more general nonlocal operators
and make use of a combination of fractional order Sobolev spaces together with
functional calculus for self-adjoint operators.",['math.AP'],False,,,,"Normalized Solutions on large smooth domains to the Schr\""{o}dinger
  equation with potential and general nonlinearity: Mass super-critical case",Fractional Lane-Emden Hamiltonian systems
neg-d2-634,2025-02-23,,2502.16626," The non-detection of periodicity related to rotation challenges the magnetar
model for fast radio bursts (FRBs). Moreover, a bimodal distribution of the
burst waiting times is widely observed in hyper-active FRBs, a significant
deviation from the exponential distribution expected from stationary Poisson
processes. By combining the epidemic-type aftershock sequence (ETAS) earthquake
model and the rotating vector model (RVM) involving the rotation of the
magnetar and orientations of the spin and magnetic axes, we find that starquake
events modulated by the rotation of FRB-emitting magnetar can explain the
bimodal distribution of FRB waiting times, as well as the non-detection of
periodicity in active repeating FRBs. We analyze data from multiple FRB
sources, demonstrating that differences in waiting time distributions and
observed energies can be explained by varying parameters related to magnetar
properties and starquake dynamics. Our results suggest that rotation-modulated
starquakes on magnetars can possibly be a unified source for FRBs. Notably, we
find that active repeaters tend to have small magnetic inclination angles in
order to hide their periodicity. We also show that our model can reproduce the
waiting time distribution of a pulsar phase of the galactic magnetar SGR
J1935+2154 with a larger inclination angle than the active repeaters, which
could explain the detection of spin period and the relatively low observed
energy for FRBs from the magnetar. The spin periods of active repeaters are not
well constrained, but most likely fall in the valley region between the two
peaks of the waiting time distributions.",['astro-ph.HE'],2503.08487," Black holes can launch powerful jets through the Blandford-Znajek process.
This relies on enough plasma in the jet funnel to conduct the necessary
current. However, in some low luminosity active galactic nuclei, the plasma
supply near the jet base may be an issue. It has been proposed that spark gaps
-- local regions with unscreened electric field -- can form in the
magnetosphere, accelerating particles to initiate pair cascades, thus filling
the jet funnel with plasma. In this paper, we carry out 2D general relativistic
particle-in-cell (GRPIC) simulations of the gap, including self-consistent
treatment of inverse Compton scattering and pair production. We observe gap
dynamics that is fully consistent with our earlier 1D GRPIC simulations. We
find strong dependence of the gap power on the soft photon spectrum and energy
density, as well as the strength of the horizon magnetic field. We derive
physically motivated scaling relations, and applying to M87, we find that the
gap may be energetically viable for the observed TeV flares. For Sgr A$^*$, the
energy dissipated in the gap may also be sufficient to power the X-ray flares.",['astro-ph.HE'],False,,,,"Hyper-active repeating fast radio bursts from rotation modulated
  starquakes on magnetars","Physics of Pair Producing Gaps in Black Hole Magnetospheres: Two
  Dimensional General Relativistic Particle-in-cell Simulations"
neg-d2-635,2025-01-19,,2501.11077," Duplication-divergence models are a popular model for the evolution of gene
and protein interaction networks. However, existing duplication-divergence
models often neglect realistic features such as loss of interactions. Thus, in
this paper we present two novel models that incorporate random edge deletions
into the duplication-divergence framework. As in protein-protein interaction
networks, with proteins as vertices and interactions as edges, by design
isolated vertices tend to be rare, our main focus is on the number of isolated
vertices; our main result gives lower and upper bounds for the proportion of
isolated vertices, when the network size is large. Using these bounds we
identify the parameter regimes for which almost all vertices are typically
isolated; and also show that there are parameter regimes in which the
proportion of isolated vertices can be bounded away from 0 and 1 with high
probability. In addition, we find regimes in which the proportion of isolated
vertices tends to be small. The proof relies on a standard martingale argument,
which in turn requires a careful analysis of the first two moments of the
expected degree distribution. The theoretical findings are illustrated by
simulations, indicating that as the network size tends to infinity, the
proportion of isolated vertices can converge to a limit that is neither 0 or 1.",['math.PR'],2502.13448," In this paper, we establish three criteria for the asymptotic behavior of
Markov-Feller semigroups. First, we present a criterion for convergence in
total variation to a unique invariant measure, requiring only $TV$-eventual
continuity of the semigroup at a single point. Second, we propose two new
criteria for asymptotic stability that require eventual continuity at a single
point. This localized condition is more practical and easier to check. To
illustrate the advantages of our framework, we provide an explicit example
where verifying eventual continuity at a single point is straightforward,
whereas establishing the corresponding global property is challenging.",['math.PR'],False,,,,"Isolated vertices in two duplication-divergence models with edge
  deletion","Criteria for asymptotic stability of eventually continuous Markov-Feller
  semigroups"
neg-d2-636,2025-02-26,,2503.13464," Research data management (RDM) strategies and practices play a pivotal role
in adhering to the paradigms of reproducibility and transparency by enabling
research sharing in accordance with the principles of Open Science.
Discipline-specificity is an essential factor when understanding RDM
declinations, to tailor a comprehensive support service and to enhance
interdisciplinarity.
  In this paper we present the results of a mapping carried out to gather
information on research data generated and managed within the University of
Bologna (UniBO). The aim is to identify differences and commonalities between
disciplines and potential challenges for institutional support.
  We analyzed the data management plans (DMPs) of European competitive projects
drafted by researchers affiliated with UniBO. We applied descriptive statistics
to the collected variables to answer three main questions: How diverse is the
range of data managed within the University of Bologna? Which trends of
problems and patterns in terms of data management can influence/improve data
stewardship service? Is there an interdisciplinary approach to data production
within the University?
  The research work evidenced many points of contact between different
disciplines in terms of data produced, formats used and modest predilection for
data reuse. Hot topics such as data confidentiality, needed either on privacy
or intellectual property rights (IPR) premises, and long-term preservation pose
challenges to all researchers.
  These results show an increasing attention to RDM while highlighting the
relevance of training and support to face the relatively new challenges posed
by this approach.",['cs.DL'],2502.11923," This editorial explores the significance of research visibility within the
evolving landscape of academic communication, mainly focusing on the role of
search engines as online meta-markets shaping the impact of research. With the
rapid expansion of scientific output and the increasing reliance on
algorithm-driven platforms such as Google and Google Scholar, the online
visibility of scholarly work has become an essential factor in determining its
reach and influence. The need for more rigorous research into academic search
engine optimization (A-SEO), a field still in its infancy despite its growing
relevance, is also discussed, highlighting key challenges in the field,
including the lack of robust research methodologies, the skepticism within the
academic community regarding the commercialization of science, and the need for
standardization in reporting and measurement techniques. This editorial thus
invites a multidisciplinary dialogue on the future of research visibility, with
significant implications for academic publishing, science communication,
research evaluation, and the global scientific ecosystem.",['cs.DL'],False,,,,Mapping Research Data at the University of Bologna,Research on Research Visibility
neg-d2-637,2025-01-28,,2501.16792," Landau levels in certain models are known to protrude into the zero-field
energy gap. These are known as anomalous Landau levels (ALLs). We study whether
ALLs can lead to in-gap quantum oscillation in the absence of a zero-field
Fermi surface. Focusing on two-dimensional multi-band low-energy models of
electrons with continuous rotation symmetry, we show that an effective-band
description, akin to the semiclassical treatment of Landau level problems in
metals, can be used to predict the Landau level spectrum, including possible
ALLs. This description then predicts quantum oscillation for certain insulating
models, which we demonstrate through numerical calculations.",['cond-mat.str-el'],2503.00484," Realizing a quantum critical point (QCP) in clean ferromagnetic (FM) metals
has remained elusive due to the coupling of magnetization to the electronic
soft modes that drive the transition to be of first order. However, by
introducing a suitable amount of quenched disorder, one can still establish a
QCP in ferromagnets. In this study, we ascertain that the itinerant ferromagnet
Ni$_{1-x}$Mo$_{x}$ exhibits a FM QCP at a critical doping of $x_c \simeq
0.125$. Through magnetization and muon-spin relaxation measurements, we
demonstrate that the FM ordering temperature is suppressed continuously to zero
at $x_c$, while the magnetic volume fraction remains $100\%$ up to $x_c$,
indicating a second-order phase transition. The QCP is accompanied by a
non-Fermi liquid behavior, as evidenced by the logarithmic divergence of the
specific heat and the linear temperature dependence of the low-temperature
resistivity. Our findings reveal a minimal effect of disorder on the critical
spin dynamics of Ni$_{1-x}$Mo$_{x}$ at $x_c$, highlighting it as one of the
rare systems to exhibit a clean FM QCP.",['cond-mat.str-el'],False,,,,"Anomalous Landau levels and quantum oscillation in rotation-invariant
  insulators","Magnetic order and spin dynamics across the ferromagnetic quantum
  critical point in Ni\boldmath{$_{1-x}$}Mo\boldmath{$_{x}$}"
neg-d2-638,2025-03-11,,2503.08535," We report on the astrophysical properties of a sample of star clusters in the
Small Magellanic Cloud (SMC). They have been selected with the aim of looking
for the connection between their ages, heliocentric distances and metallicities
with the existence of tidally perturbed/induced outermost SMC regions. We
derived the star cluster fundamental parameters from relatively deep Survey of
the Magellanic Stellar History (SMASH) DR2 color magnitude diagrams, cleaned
from field star contamination, and compared to thousand synthetic CMDs covering
a wide range of heliocentric distances, ages and metal content. Heliocentric
distances for 15 star clusters are derived for the first time, which represents
an increase of 50 per cent of SMC clusters with estimated heliocentric
distances. The analysis of the age-metallicity relationships (AMRs) of cluster
located in outermost regions distributed around the SMC and in the SMC Main
Body reveals that they have followed the overall galaxy chemical enrichment
history. However, since half of the studied clusters are placed in front of or
behind the SMC Main Body, we concluded that they formed in the SMC and have
traveled outward because of the tidal effects from the interaction with the
Large Magellanic Cloud (LMC). Furthermore, metal rich clusters formed recently
in some of these outermost regions from gas that was also dragged by tidal
effects from the inner SMC. This outcome leads to consider the SMC as a galaxy
scarred by the LMC tidal interaction with distance-perturbed and newly induced
outermost stellar substructures.",['astro-ph.GA'],2502.06933," Non-ideal MHD effects are thought to be a crucial component of the
star-formation process. Numerically, several complications render the study of
non-ideal MHD effects in 3D simulations extremely challenging and hinder our
efforts of exploring a large parameter space. We aim to overcome such
challenges by proposing a novel, physically-motivated empirical approximation
to model non-ideal MHD effects. We perform a number of 2D axisymmetric 3-fluid
non-ideal MHD simulations of collapsing prestellar cores and clouds with
non-equilibrium chemistry and leverage upon previously-published results. We
utilize these simulations to develop a multivariate interpolating function to
predict the ionization fraction in each region of the cloud depending on the
local physical conditions. We subsequently use analytically-derived, simplified
expressions to calculate the resistivities of the cloud in each grid cell.
Therefore, in our new approach the resistivities are calculated without the use
of a chemical network. We benchmark our method against additional 2D
axisymmetric non-ideal MHD simulations with random initial conditions and a 3D
non-ideal MHD simulation with non-equilibrium chemistry. We find excellent
quantitative and qualitative agreement between our approach and the ""full""
non-ideal MHD simulations both in terms of the spatial structure of the
simulated clouds and regarding their time evolution. We achieve a factor of
100-1000 increase in computational speed. Given that we ignore the contribution
of grains, our approximation is valid up to number densities of 10^6 cm^(-3)
and is therefore suitable for pc-scale simulations of molecular clouds. The
tabulated data required for integrating our method in hydrodynamical codes,
along with a fortran implementation of the interpolating function are publicly
available at https://github.com/manosagian/Non-Ideal-MHD-Approximate-Code.",['astro-ph.GA'],False,,,,"Astrophysical properties of star clusters projected toward tidally
  perturbed SMC regions","A fast and robust recipe for modeling non-ideal MHD effects in
  star-formation simulations"
neg-d2-639,2025-01-06,,2501.03387," Controlled modulation of electronic band structure in two-dimensional (2D)
materials via doping is crucial for devices fabrication. For instance doped
graphene has been envisaged for various applications like sensors,
super-capacitors, transistors, p-n junctions, photo-detectors, etc. Many
different techniques have been developed to achieve desired doping in 2D
materials, like chemical doping, electrostatic doping, substrate doping, etc.
Here, we have combined space charge doping with space and angle resolved
photoemission (nano-ARPES), in order to directly observe the Fermi level
modulation on micron-sized flakes of monolayer and bilayer graphene. The doping
level can be tuned in a controlled manner, which allows us to directly observe
the Fermi level tuning. In our experiment we successfully doped the graphene
with p- and n-type carriers (holes/electrons) which are directly observed
through band shift in ARPES measurements. The observed band shift is $\sim$250
meV for bilayer and $\sim$500 meV for monolayer graphene. The results from our
experiment promote the space charge doping technique and nano-ARPES into other
materials such as 2D semiconductors and superconductors, in order to directly
observe the physical phenomena such as band gap transition and phase transition
as function of carrier doping.",['cond-mat.mtrl-sci'],2502.07104," The use of high-dimensional regression techniques from machine learning has
significantly improved the quantitative accuracy of interatomic potentials.
Atomic simulations can now plausibly target quantitative predictions in a
variety of settings, which has brought renewed interest in robust means to
quantify uncertainties on simulation results. In many practical settings,
encompassing both classical and a large class of machine learning potentials,
the dominant form of uncertainty is currently not due to lack of training data
but to misspecification, namely the inability of any one choice of model
parameters to exactly match all ab initio training data. However, Bayesian
inference, the most common formal tool used to quantify uncertainty, is known
to ignore misspecification and thus significantly underestimates parameter
uncertainties. Here, we employ a recent misspecification-aware regression
technique to quantify parameter uncertainties, which is then propagated to a
broad range of phase and defect properties in tungsten via brute force
resampling or implicit differentiation. The propagated misspecification
uncertainties robustly envelope errors to direct \textit{ab initio} calculation
of material properties outside of the training dataset, an essential
requirement for any quantitative multi-scale modeling scheme. Finally, we
demonstrate application to recent foundational machine learning interatomic
potentials, accurately predicting and bounding errors in MACE-MPA-0 energy
predictions across the diverse materials project database. Perspectives for the
approach in multiscale simulation workflows are discussed.",['cond-mat.mtrl-sci'],False,,,,"Space Charge Doping Induced Band Modulation in Mono- and Bi-layer
  Graphene: a nano-ARPES study","Uncertainty Quantification for Misspecified Machine Learned Interatomic
  Potentials"
neg-d2-640,2025-03-19,,2503.15345," We use the observed vertical velocity field, of various young tracers of the
gas kinematics, obtained by Li and Chen (2022), Konietzka et al. (2024) and Zhu
et al. (2024), in order to test for the existence of turbulence. We do so by
computing the power spectrum and the structure function of the vertical
velocity field. The latter suggest the existence of compressible, Burgers,
turbulence.
  The turbulence timescale on the largest spatial scale is about 500 Myr ,
implying that the turbulence has been generated 500 Myr ago. The turbulence
region depth in a direction perpendicular to the Radcliffe wave direction is
  about 400 pc.",['astro-ph.GA'],2501.09791," Effectively finding and identifying active galactic nuclei (AGNs) in dwarf
galaxies is an important step in studying black hole formation and evolution.
In this work, we examine four mid-IR-selected AGN candidates in dwarf galaxies
with stellar masses between $M_\star \sim 10^8 - 10^9 M_\odot$ , and find that
the galaxies are host to nuclear star clusters (NSCs) that are notably rare in
how young and massive they are. We perform photometric measurements on the
central star clusters in our target galaxies galaxies using Hubble Space
Telescope optical and near-IR imaging and compare their observed properties to
models of stellar population evolution. We find that these galaxies are host to
very massive ($\sim10^7 M_\odot$), extremely young ($\lesssim 8$ Myr), dusty
($0.6 \lesssim \mathrm{A_v} \lesssim 1.8$) nuclear star clusters. Our results
indicate that these galactic nuclei have ongoing star-formation, are still at
least partially obscured by clouds of gas and dust, and are most likely
producing the extremely red AGN-like mid-IR colors. Moreover, prior work has
shown that these galaxies do not exhibit X-ray or optical AGN signatures.
Therefore, we recommend caution when using mid-IR color-color diagnostics for
AGN selection in dwarf galaxies, since, as directly exemplified in this sample,
they can be contaminated by massive star clusters with ongoing star formation.",['astro-ph.GA'],False,,,,Is the Radcliffe wave turbulent?,"Star-Forming Nuclear Clusters in Dwarf Galaxies Mimicking AGN Signatures
  in the Mid-Infrared"
neg-d2-641,2025-03-05,,2503.03457," For a minimal Anosov $\mathbb R^{\kappa}$-action on a closed manifold, we
study the measure of maximal entropy constructed by Carrasco and
Rodriguez-Hertz in \cite{CarHer} and show that it fits into the theory of
Ruelle-Taylor resonances introduced by Guedes Bonthonneau, Guillarmou, Hilgert,
and Weich in \cite{GBGHW}. More precisely, we show that the topological entropy
corresponds to the first Ruelle-Taylor resonance for the action on a certain
bundle of forms and that the measure of maximal entropy can be retrieved as the
distributional product of the corresponding resonant and co-resonant states. As
a consequence, we prove a Bowen-type formula for the measure of maximal entropy
and a counting result on the number of periodic torii.",['math.DS'],2501.11359," We consider two types of dynamical systems namely non-autonomous discrete
dynamical systems(NDDS) and generic dynamical systems(GDS). In both of them, we
study various notions of transitivity. We give many equivalent conditions for
each of these notions and present the implications among these in NDDS and GDS.
For a given NDDS, we associate a GDS and discuss whether if the given NDDS has
a particular variation of transitivity then the associated GDS also has such a
variation and vice versa.",['math.DS'],False,,,,Measure of maximal entropy for minimal Anosov actions,"Various notions of topological transitivity in non-autonomous and
  generic dynamical systems"
neg-d2-642,2025-02-17,,2502.12516," Frame-semantic parsing is a critical task in natural language understanding,
yet the ability of large language models (LLMs) to extract frame-semantic
arguments remains underexplored. This paper presents a comprehensive evaluation
of LLMs on frame-semantic argument identification, analyzing the impact of
input representation formats, model architectures, and generalization to unseen
and out-of-domain samples. Our experiments, spanning models from 0.5B to 78B
parameters, reveal that JSON-based representations significantly enhance
performance, and while larger models generally perform better, smaller models
can achieve competitive results through fine-tuning. We also introduce a novel
approach to frame identification leveraging predicted frame elements, achieving
state-of-the-art performance on ambiguous targets. Despite strong
generalization capabilities, our analysis finds that LLMs still struggle with
out-of-domain data.",['cs.CL'],2502.15612," State space models (SSMs), such as Mamba, have emerged as an efficient
alternative to transformers for long-context sequence modeling. However,
despite their growing adoption, SSMs lack the interpretability tools that have
been crucial for understanding and improving attention-based architectures.
While recent efforts provide insights into Mamba's internal mechanisms, they do
not explicitly decompose token-wise contributions, leaving gaps in
understanding how Mamba selectively processes sequences across layers. In this
work, we introduce LaTIM, a novel token-level decomposition method for both
Mamba-1 and Mamba-2 that enables fine-grained interpretability. We extensively
evaluate our method across diverse tasks, including machine translation,
copying, and retrieval-based generation, demonstrating its effectiveness in
revealing Mamba's token-to-token interaction patterns.",['cs.CL'],False,,,,Can LLMs Extract Frame-Semantic Arguments?,LaTIM: Measuring Latent Token-to-Token Interactions in Mamba Models
neg-d2-643,2025-01-28,,2501.16904," The study of adversarial defense still struggles to combat with advanced
adversarial attacks. In contrast to most prior studies that rely on the
diffusion model for test-time defense to remarkably increase the inference
time, we propose Masked AutoEncoder Purifier (MAEP), which integrates Masked
AutoEncoder (MAE) into an adversarial purifier framework for test-time
purification. While MAEP achieves promising adversarial robustness, it
particularly features model defense transferability and attack generalization
without relying on using additional data that is different from the training
dataset. To our knowledge, MAEP is the first study of adversarial purifier
based on MAE. Extensive experimental results demonstrate that our method can
not only maintain clear accuracy with only a slight drop but also exhibit a
close gap between the clean and robust accuracy. Notably, MAEP trained on
CIFAR10 achieves state-of-the-art performance even when tested directly on
ImageNet, outperforming existing diffusion-based models trained specifically on
ImageNet.",['cs.CV'],2502.05457," Content-based video retrieval is one of the most challenging tasks in
surveillance systems. In this study, Latent Dirichlet Allocation (LDA) topic
model is used to annotate surveillance videos in an unsupervised manner. In
scene understanding methods, some of the learned patterns are ambiguous and
represents a mixture of atomic actions. To address the ambiguity issue in the
proposed method, feature vectors, and the primary model are processed to obtain
a secondary model which describes the scene with primitive patterns that lack
any ambiguity. Experiments show performance improvement in the retrieval task
compared to other topic model-based methods. In terms of false positive and
true positive responses, the proposed method achieves at least 80\% and 124\%
improvement respectively. Four search strategies are proposed, and users can
define and search for a variety of activities using the proposed query
formulation which is based on topic models. In addition, the lightweight
database in our method occupies much fewer storage which in turn speeds up the
search procedure compared to the methods which are based on low-level features.",['cs.CV'],False,,,,Adversarial Masked Autoencoder Purifier with Defense Transferability,"Content-based Video Retrieval in Traffic Videos using Latent Dirichlet
  Allocation Topic Model"
neg-d2-644,2025-02-28,,2503.00241," We study the retrieval accuracy and capacity of modern Hopfield networks of
with two-state (Ising) spins interacting via modified Hebbian $n$-spin
interactions. In particular, we consider systems where the interactions deviate
from the Hebb rule through additive or multiplicative noise or through clipping
or deleting interactions. We find that the capacity scales as $N^{n-1}$ with
the number of spins $N$ in all cases, but with a prefactor reduced compared to
the Hebbian case. For $n=2$ our results agree with the previously known results
for the conventional $n = 2$ Hopfield network.",['cond-mat.dis-nn'],2503.00241," We study the retrieval accuracy and capacity of modern Hopfield networks of
with two-state (Ising) spins interacting via modified Hebbian $n$-spin
interactions. In particular, we consider systems where the interactions deviate
from the Hebb rule through additive or multiplicative noise or through clipping
or deleting interactions. We find that the capacity scales as $N^{n-1}$ with
the number of spins $N$ in all cases, but with a prefactor reduced compared to
the Hebbian case. For $n=2$ our results agree with the previously known results
for the conventional $n = 2$ Hopfield network.",['cond-mat.dis-nn'],False,,,,Accuracy and capacity of Modern Hopfield networks with synaptic noise,Accuracy and capacity of Modern Hopfield networks with synaptic noise
